sampleID	stn	lat	lon	obstime	Salin	Temp	chla	Ptot	Ntot	PO4	pH	NH4	NO3	dist	stnDepth
18619	118	60.163	24.592	1975-06-30	5.26	15.1	7.9	1.226	35.714	0.129	7.7	0.286	0	90	13
18620	118	60.163	24.592	1975-06-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	13
18751	120	60.109	24.656	1975-06-30	5.79	14.3	4.2	0.903	27.857	0.194	7.9	0.143	0.357	518	9
19398	146	60.169	24.905	1975-06-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	148	4.8
19399	146	60.169	24.905	1975-06-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	148	4.8
2846	147	60.081	24.737	1975-07-01	6.06	12	1.6	0.581	31.429	0.065	8.2	0.429	0.357	3262	27
2847	147	60.081	24.737	1975-07-01	6.06	12	1.6	0.581	31.429	0.065	8.2	0.429	0.357	3262	27
4245	107	60.113	24.768	1975-07-01	5.99	12.3	3.9	0.806	25.714	0.065	8.3	0.286	0	1666	18
4246	107	60.113	24.768	1975-07-01	5.99	12.2	3.9	0.806	25.714	0.065	8.3	0.286	0	1666	18
4807	125	60.098	24.892	1975-07-01	6.04	12.6	1.4	0.419	22.857	0.065	8.3	0.214	0	5727	28
4808	125	60.098	24.892	1975-07-01	6.04	12.6	1.4	0.419	22.857	0.065	8.3	0.214	0	5727	28
4809	125	60.098	24.892	1975-07-01	6.04	12.6	1.4	0.419	22.857	0.065	8.3	0.214	0	5727	28
4812	125	60.098	24.892	1975-07-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
4813	125	60.098	24.892	1975-07-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
4814	125	60.098	24.892	1975-07-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
4815	125	60.098	24.892	1975-07-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
5520	122	60.058	24.706	1975-07-01	6.11	12.2	1.2	0.419	22.143	0.032	8.1	0.214	0	5425	41
5521	122	60.058	24.706	1975-07-01	6.11	12.2	1.2	0.419	22.143	0.032	8.1	0.214	0	5425	41
17521	87	60.193	24.848	1975-07-01	5.375	17	66	7.097	107.143	2.29	9.4	0	0	423	3.5
17522	87	60.193	24.848	1975-07-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
16618	62	60.15	24.905	1975-07-21	5.99	16.1	19	2.323	38.571	0.419	8.6	1.143	0	463	11
16619	62	60.15	24.905	1975-07-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	463	11
16620	62	60.15	24.905	1975-07-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	463	11
18533	117	60.142	24.725	1975-07-21	6.09	15.85	4	1.065	26.429	0.323	7.9	0.571	0	561	3.5
18534	117	60.142	24.725	1975-07-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	561	3.5
18621	118	60.163	24.592	1975-07-21	5.82	20.4	8.1	1.097	37.143	0.097	8.1	0.786	0	90	13
18752	120	60.109	24.656	1975-07-21	6.02	18.9	4.8	0.71	27.857	0.065	8.2	0.857	0	518	9
18753	120	60.109	24.656	1975-07-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	518	9
19400	146	60.169	24.905	1975-07-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	148	4.8
19401	146	60.169	24.905	1975-07-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	148	4.8
2848	147	60.081	24.737	1975-07-22	6.2	15.4	NA	0.516	22.143	0	8	0.357	0	3262	27
2849	147	60.081	24.737	1975-07-22	6.2	15.4	NA	0.516	22.143	0	8	0.357	0	3262	27
4247	107	60.113	24.768	1975-07-22	6.11	16.6	NA	0.677	23.571	0.032	8	0.357	0	1666	18
4248	107	60.113	24.768	1975-07-22	6.11	16.6	NA	0.677	23.571	0.032	8	0.357	0	1666	18
4816	125	60.098	24.892	1975-07-22	6.09	16	NA	0.387	20.714	0	8.2	0.214	0	5727	28
4817	125	60.098	24.892	1975-07-22	6.09	16	NA	0.387	20.714	0	8.2	0.214	0	5727	28
4818	125	60.098	24.892	1975-07-22	6.09	16	NA	0.387	20.714	0	8.2	0.214	0	5727	28
4819	125	60.098	24.892	1975-07-22	6.09	16	NA	0.387	20.714	0	8.2	0.214	0	5727	28
4822	125	60.098	24.892	1975-07-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
4823	125	60.098	24.892	1975-07-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
4824	125	60.098	24.892	1975-07-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
4825	125	60.098	24.892	1975-07-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
5522	122	60.058	24.706	1975-07-22	6.2	NA	NA	0.452	22.143	0	8.1	0.643	0	5425	41
5523	122	60.058	24.706	1975-07-22	6.2	NA	NA	0.452	22.143	0	8.1	0.643	0	5425	41
17523	87	60.193	24.848	1975-07-22	5.68	20.8	NA	6.774	114.286	1.903	9.3	0.5	0	423	3.5
17524	87	60.193	24.848	1975-07-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
4073	68	60.136	24.86	1975-07-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4074	68	60.136	24.86	1975-07-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
6050	18	60.149	25.001	1975-07-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
6051	18	60.149	25.001	1975-07-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
16051	4	60.193	24.991	1975-07-24	NA	NA	280	NA	NA	NA	NA	NA	NA	329	2.5
19345	140	60.172	24.842	1975-07-24	NA	NA	30	NA	NA	NA	NA	NA	NA	376	3.5
19346	140	60.172	24.842	1975-07-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	376	3.5
3435	114	60.082	25.125	1975-07-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	8515	47
4404	142	59.945	25.046	1975-07-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	23590	71
4405	142	59.945	25.046	1975-07-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	23590	71
16445	25	60.193	25.087	1975-07-29	NA	NA	8.2	NA	NA	NA	NA	NA	NA	331	5
16446	25	60.193	25.087	1975-07-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	331	5
18181	111	60.194	25.195	1975-07-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	690	13
18182	111	60.194	25.195	1975-07-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	690	13
16621	62	60.15	24.905	1975-08-04	6	20.5	12	2.871	35.714	NA	NA	NA	NA	463	11
16622	62	60.15	24.905	1975-08-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	463	11
16623	62	60.15	24.905	1975-08-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	463	11
18535	117	60.142	24.725	1975-08-04	6.14	21.2	4.4	1.387	29.286	0.452	NA	NA	0	561	3.5
18536	117	60.142	24.725	1975-08-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	561	3.5
18622	118	60.163	24.592	1975-08-04	5.82	22.6	13	1.516	52.857	0.065	NA	NA	0	90	13
18623	118	60.163	24.592	1975-08-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	13
19402	146	60.169	24.905	1975-08-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	148	4.8
19403	146	60.169	24.905	1975-08-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	148	4.8
2850	147	60.081	24.737	1975-08-05	6.04	21	NA	0.581	25.714	0.065	NA	0.214	0	3262	27
2851	147	60.081	24.737	1975-08-05	6.04	21	NA	0.581	25.714	0.065	NA	0.214	0	3262	27
4249	107	60.113	24.768	1975-08-05	6.0875	20.775	NA	0.742	28.571	0.065	NA	0.5	0	1666	18
4250	107	60.113	24.768	1975-08-05	6.085	20.45	NA	0.742	28.571	0.065	NA	0.5	0	1666	18
4826	125	60.098	24.892	1975-08-05	6.04	19.9	NA	0.484	20	0.065	NA	NA	0	5727	28
4827	125	60.098	24.892	1975-08-05	6.04	19.9	NA	0.484	20	0.065	NA	NA	0	5727	28
4828	125	60.098	24.892	1975-08-05	6.04	19.9	NA	0.484	20	0.065	NA	NA	0	5727	28
4829	125	60.098	24.892	1975-08-05	6.04	19.9	NA	0.484	20	0.065	NA	NA	0	5727	28
4832	125	60.098	24.892	1975-08-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
4833	125	60.098	24.892	1975-08-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
4834	125	60.098	24.892	1975-08-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
4835	125	60.098	24.892	1975-08-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
5524	122	60.058	24.706	1975-08-05	5.99	20.7	NA	0.419	20	0.065	NA	0.143	0	5425	41
5525	122	60.058	24.706	1975-08-05	5.99	20.7	NA	0.419	20	0.065	NA	0.143	0	5425	41
17525	87	60.193	24.848	1975-08-05	5.79	22.3	NA	7.097	57.143	2.419	NA	0	0	423	3.5
17526	87	60.193	24.848	1975-08-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
18754	120	60.109	24.656	1975-08-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	518	9
18755	120	60.109	24.656	1975-08-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	518	9
16624	62	60.15	24.905	1975-08-25	5.95	18	19	4.194	46.429	2.742	NA	3.429	2.143	463	11
16625	62	60.15	24.905	1975-08-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	463	11
18537	117	60.142	24.725	1975-08-25	6.13	18.1	5.3	2.097	32.857	1.129	NA	3.5	1.357	561	3.5
18538	117	60.142	24.725	1975-08-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	561	3.5
18624	118	60.163	24.592	1975-08-25	5.97	18.1	14	1.548	37.857	0.065	NA	0.286	0.643	90	13
18625	118	60.163	24.592	1975-08-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	13
18756	120	60.109	24.656	1975-08-25	6.08	18	14	1.032	27.143	0.097	NA	0.5	0	518	9
18757	120	60.109	24.656	1975-08-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	518	9
19404	146	60.169	24.905	1975-08-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	148	4.8
19405	146	60.169	24.905	1975-08-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	148	4.8
2852	147	60.081	24.737	1975-08-26	5.99	16.3	3.5	0.742	27.857	0.032	NA	0.214	0	3262	27
2853	147	60.081	24.737	1975-08-26	5.99	16.3	3.5	0.742	27.857	0.032	NA	0.214	0	3262	27
4251	107	60.113	24.768	1975-08-26	6.05	17	5.1	1.677	31.429	0.71	NA	1.643	1.071	1666	18
4252	107	60.113	24.768	1975-08-26	6.05	17	5.1	1.677	31.429	0.71	NA	1.643	1.071	1666	18
4836	125	60.098	24.892	1975-08-26	5.99	16.9	5.2	0.71	30.714	0.129	NA	0.357	0	5727	28
4837	125	60.098	24.892	1975-08-26	5.99	16.9	5.2	0.71	30.714	0.129	NA	0.357	0	5727	28
4838	125	60.098	24.892	1975-08-26	5.99	16.9	5.2	0.71	30.714	0.129	NA	0.357	0	5727	28
4839	125	60.098	24.892	1975-08-26	5.99	16.9	5.2	0.71	30.714	0.129	NA	0.357	0	5727	28
4842	125	60.098	24.892	1975-08-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
4843	125	60.098	24.892	1975-08-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
4844	125	60.098	24.892	1975-08-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
4845	125	60.098	24.892	1975-08-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
5526	122	60.058	24.706	1975-08-26	6	16.2	4	0.645	26.429	0.065	NA	0.214	0	5425	41
5527	122	60.058	24.706	1975-08-26	6	16.2	4	0.645	26.429	0.065	NA	0.214	0	5425	41
17527	87	60.193	24.848	1975-08-26	5.82	18	79	7.419	107.143	2.484	NA	0.071	0.5	423	3.5
17528	87	60.193	24.848	1975-08-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
4075	68	60.136	24.86	1975-08-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4076	68	60.136	24.86	1975-08-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
6052	18	60.149	25.001	1975-08-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
6053	18	60.149	25.001	1975-08-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
16052	4	60.193	24.991	1975-08-28	NA	NA	320	NA	NA	NA	NA	NA	NA	329	2.5
16053	4	60.193	24.991	1975-08-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
17074	75	60.158	24.831	1975-08-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	649	8
17075	75	60.158	24.831	1975-08-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	649	8
19347	140	60.172	24.842	1975-08-28	NA	NA	32	NA	NA	NA	NA	NA	NA	376	3.5
19348	140	60.172	24.842	1975-08-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	376	3.5
16626	62	60.15	24.905	1975-09-08	6.13	10.9	11	1.935	32.857	0.871	7.6	0.643	1.071	463	11
16627	62	60.15	24.905	1975-09-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	463	11
18539	117	60.142	24.725	1975-09-08	6.09	14.1	7.3	1.452	29.286	0.387	7.9	0.214	0	561	3.5
18540	117	60.142	24.725	1975-09-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	561	3.5
18626	118	60.163	24.592	1975-09-08	5.88	15.3	12	1.677	41.429	0.129	8	0.143	0	90	13
18627	118	60.163	24.592	1975-09-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	13
18758	120	60.109	24.656	1975-09-08	6.09	14.7	9.2	1.194	30	0.161	8	0.214	0	518	9
18759	120	60.109	24.656	1975-09-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	518	9
19406	146	60.169	24.905	1975-09-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	148	4.8
19407	146	60.169	24.905	1975-09-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	148	4.8
2854	147	60.081	24.737	1975-09-30	6.47	8.2	2.4	0.839	27.857	0.323	7.6	0.786	2.286	3262	27
2855	147	60.081	24.737	1975-09-30	6.47	8.2	2.4	0.839	27.857	0.323	7.6	0.786	2.286	3262	27
4253	107	60.113	24.768	1975-09-30	6.39	8.875	2.8	0.806	25	0.323	7.8	1	2	1666	18
4254	107	60.113	24.768	1975-09-30	6.4	8.75	2.8	0.806	25	0.323	7.8	1	2	1666	18
4846	125	60.098	24.892	1975-09-30	6.37	8.7	2.9	0.871	26.429	0.484	7.6	0.429	2.286	5727	28
4847	125	60.098	24.892	1975-09-30	6.37	8.7	2.9	0.871	26.429	0.484	7.6	0.429	2.286	5727	28
4848	125	60.098	24.892	1975-09-30	6.37	8.7	2.9	0.871	26.429	0.484	7.6	0.429	2.286	5727	28
4849	125	60.098	24.892	1975-09-30	6.37	8.7	2.9	0.871	26.429	0.484	7.6	0.429	2.286	5727	28
4852	125	60.098	24.892	1975-09-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
4853	125	60.098	24.892	1975-09-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
4854	125	60.098	24.892	1975-09-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
5528	122	60.058	24.706	1975-09-30	6.49	7.9	2.1	0.839	27.143	0.452	7.7	0.786	2.643	5425	41
5529	122	60.058	24.706	1975-09-30	6.49	7.9	2.1	0.839	27.143	0.452	7.7	0.786	2.643	5425	41
17529	87	60.193	24.848	1975-09-30	5.815	11.65	57	4.194	85.714	0.871	8.2	0.071	1.643	423	3.5
17530	87	60.193	24.848	1975-09-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
2858	147	60.081	24.737	1976-06-01	4.74	9.8	10	0.839	32.857	0.032	8.9	0.5	0	3262	27
4080	68	60.136	24.86	1976-06-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4258	107	60.113	24.768	1976-06-01	4.76	10.5	7.7	1.065	32.143	0.097	9	0.429	0.357	1666	18
4876	125	60.098	24.892	1976-06-01	4.61	9.6	13.7	1.194	30	0.032	9	0.357	0.357	5727	28
4877	125	60.098	24.892	1976-06-01	4.61	9.6	14.5	1.194	30	0.032	9	0.357	0.357	5727	28
4878	125	60.098	24.892	1976-06-01	NA	NA	13.25	NA	NA	NA	NA	NA	NA	5727	28
4879	125	60.098	24.892	1976-06-01	NA	NA	12.5	NA	NA	NA	NA	NA	NA	5727	28
5533	122	60.058	24.706	1976-06-01	4.76	10.1	27	1.419	40	0.032	9	0.357	0.357	5425	41
16341	23	60.184	25.035	1976-06-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	76	11
17081	75	60.158	24.831	1976-06-01	4.69	11	17	1.613	36.429	0.161	9	0.357	0	649	8
17537	87	60.193	24.848	1976-06-01	4.31	12.85	53	5.484	68.571	1.226	9.5	0.071	0	423	3.5
17538	87	60.193	24.848	1976-06-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	423	3.5
17826	92	60.175	24.878	1976-06-01	4.69	11.5	NA	2.839	42.857	0.548	8.8	0.214	0	1305	14.3
18546	117	60.142	24.725	1976-06-01	4.78	11.8	13	1.548	33.571	0.194	8.9	0.286	0.357	561	3.5
18635	118	60.163	24.592	1976-06-01	2.85	12.2	15	NA	NA	NA	NA	NA	NA	90	13
18763	120	60.109	24.656	1976-06-01	4.61	11.3	7	NA	NA	NA	NA	NA	NA	518	9
19356	140	60.172	24.842	1976-06-01	4.56	12.2	27	3.871	52.143	0.839	9.2	0.143	0	376	3.5
2729	36	60.147	25.137	1976-06-03	4.63	9.3	2.6	0.452	28.571	0.032	8.7	0.571	0	2665	33
3437	114	60.082	25.125	1976-06-03	4.72	8.6	5.4	NA	NA	NA	NA	NA	NA	8515	47
6059	18	60.149	25.001	1976-06-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
16058	4	60.193	24.991	1976-06-03	2.76	13.3	150	26.452	357.143	18.387	8.9	25.714	13.571	329	2.5
16450	25	60.193	25.087	1976-06-03	4.66	13.25	7.4	1.71	35.714	0.516	8.6	0.429	0	331	5
18186	111	60.194	25.195	1976-06-03	4.56	9.4	3.3	0.677	32.857	0.129	8.8	3.071	0	690	13
19411	146	60.169	24.905	1976-06-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	148	4.8
16059	4	60.193	24.991	1976-06-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	329	2.5
4883	125	60.098	24.892	1976-06-14	5.05	10.1	3.42	1.258	27.857	0.097	8.6	0.5	0	5727	28
4884	125	60.098	24.892	1976-06-14	5.05	10.1	3.33333333333333	1.258	27.857	0.097	8.6	0.5	0	5727	28
4885	125	60.098	24.892	1976-06-14	NA	NA	3.45	NA	NA	NA	NA	NA	NA	5727	28
4886	125	60.098	24.892	1976-06-14	NA	NA	3.55	NA	NA	NA	NA	NA	NA	5727	28
17082	75	60.158	24.831	1976-06-14	5.19	10.6	5.8	0.581	29.286	0.161	8.5	0.643	0	649	8
17539	87	60.193	24.848	1976-06-14	4.515	14.05	42	3.871	78.571	1.548	9.4	0.071	0	423	3.5
19357	140	60.172	24.842	1976-06-14	4.705	12.9	32	5.484	65	1.258	9	0.357	0	376	3.5
2859	147	60.081	24.737	1976-06-21	5.16	9.9	6	0.516	32.143	0.194	8.4	1.5	0	3262	27
4259	107	60.113	24.768	1976-06-21	5.1	11	5.1	0.806	32.143	0.129	8.4	0.286	0	1666	18
5534	122	60.058	24.706	1976-06-21	5.12	10.1	6.3	0.581	27.857	0.129	8.4	0.857	0	5425	41
18636	118	60.163	24.592	1976-06-21	4.38	13.4	5.3	1.742	37.857	0.129	7.9	0.357	0	90	13
18764	120	60.109	24.656	1976-06-21	4.9	11.4	6.9	0.839	32.143	0.194	8.1	0.214	0.143	518	9
2730	36	60.147	25.137	1976-06-23	5.05	11.7	5	0.839	27.857	0.161	8.3	0.357	0	2665	33
3438	114	60.082	25.125	1976-06-23	5.16	10.6	3.4	0.613	25.714	0.097	8.5	0.5	0	8515	47
6060	18	60.149	25.001	1976-06-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
16060	4	60.193	24.991	1976-06-23	3.73	14.4	210	16.452	257.143	7.419	9.2	100	12.857	329	2.5
16451	25	60.193	25.087	1976-06-23	4.89	13.65	13	1.871	40	0.516	8.2	0.143	0	331	5
18187	111	60.194	25.195	1976-06-23	5.05	11	NA	0.903	32.143	0.065	8.4	0.357	0	690	13
4081	68	60.136	24.86	1976-06-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4890	125	60.098	24.892	1976-06-30	5.68	8.9	2.76	0.581	29.286	0.161	8.3	0.429	0	5727	28
4891	125	60.098	24.892	1976-06-30	5.68	8.9	2.46666666666667	0.581	29.286	0.161	8.3	0.429	0	5727	28
4892	125	60.098	24.892	1976-06-30	NA	NA	2.95	NA	NA	NA	NA	NA	NA	5727	28
4893	125	60.098	24.892	1976-06-30	NA	NA	3.2	NA	NA	NA	NA	NA	NA	5727	28
17083	75	60.158	24.831	1976-06-30	5.9	7.6	NA	0.677	25	0.258	8	0.286	0.357	649	8
17540	87	60.193	24.848	1976-06-30	4.78	16.95	43	6.129	85.714	0.968	8.8	0.429	0	423	3.5
19358	140	60.172	24.842	1976-06-30	5.065	15.7	20	4.194	59.286	1.065	8.2	0.571	0	376	3.5
19359	140	60.172	24.842	1976-06-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	376	3.5
4407	142	59.945	25.046	1976-07-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	23590	71
4082	68	60.136	24.86	1976-07-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4897	125	60.098	24.892	1976-07-14	5.43	14.55	5.24	0.871	16.429	0	NA	NA	0.143	5727	28
4898	125	60.098	24.892	1976-07-14	5.43	14.9	6.36666666666667	0.871	16.429	0	NA	NA	0.143	5727	28
4899	125	60.098	24.892	1976-07-14	NA	14.2	4.825	NA	NA	NA	NA	NA	NA	5727	28
4900	125	60.098	24.892	1976-07-14	NA	14.2	3.55	NA	NA	NA	NA	NA	NA	5727	28
17084	75	60.158	24.831	1976-07-14	5.61	15.5	4.9	1.484	21.429	0	8.7	0.5	0	649	8
17541	87	60.193	24.848	1976-07-14	5.39	17.35	47	7.097	70.714	0.226	9.3	0.143	0.357	423	3.5
19360	140	60.172	24.842	1976-07-14	5.575	16.85	36	6.129	54.286	0.29	9.1	0.071	0	376	3.5
2860	147	60.081	24.737	1976-07-19	5.39	16.8	5.2	0.548	32.857	0	8.6	0.5	0.143	3262	27
4260	107	60.113	24.768	1976-07-19	5.5	17.075	6.8	1.258	34.286	0	8.7	0.429	0	1666	18
5535	122	60.058	24.706	1976-07-19	5.43	16.3	4.2	0.516	23.571	0	8.6	0.5	0	5425	41
17827	92	60.175	24.878	1976-07-19	5.63	19.5	NA	2.194	47.143	0.323	9.1	0.429	NA	1305	14.3
18547	117	60.142	24.725	1976-07-19	5.84	18.95	15	8.387	45	0	8.8	0.5	0	561	3.5
18637	118	60.163	24.592	1976-07-19	5.52	21.7	14	7.097	48.571	0	8.7	0.357	0	90	13
18765	120	60.109	24.656	1976-07-19	5.64	19.8	6.6	1.194	34.286	0	8.7	0.5	0	518	9
2589	44	60.143	24.966	1976-07-21	5.705	17.9	NA	1.774	39.286	0	8.7	0.5	0	1264	21
2731	36	60.147	25.137	1976-07-21	5.52	17.8	4.9	1.871	24.286	0	8.6	0.286	0	2665	33
3439	114	60.082	25.125	1976-07-21	5.34	1.8	4.3	0.548	25	0	8.7	0.714	0	8515	47
6061	18	60.149	25.001	1976-07-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
16061	4	60.193	24.991	1976-07-21	4.885	20.85	200	22.258	114.286	12.581	10.2	6.286	5.929	329	2.5
16342	23	60.184	25.035	1976-07-21	5.46	21	110	15.484	121.429	5.806	9.1	0.929	0	76	11
16452	25	60.193	25.087	1976-07-21	5.67	18.35	9	2.71	33.571	0.161	9.6	0.286	0	331	5
16633	62	60.15	24.905	1976-07-21	5.52	18.9	30	6.452	57.143	0.258	9	0.714	0	463	11
18188	111	60.194	25.195	1976-07-21	5.52	18.3	6.9	1.194	29.286	0	8.8	0.5	0	690	13
17085	75	60.158	24.831	1976-07-28	5.5	18.5	8.5	2.194	25	0.484	8.5	0.643	0	649	8
17542	87	60.193	24.848	1976-07-28	5.42	20.2	47	9.032	85.714	3.871	8.5	0.214	0.286	423	3.5
19361	140	60.172	24.842	1976-07-28	5.52	19.2	22	5.484	53.571	2.323	8.4	0.143	0.214	376	3.5
2861	147	60.081	24.737	1976-08-02	5.84	11.3	3.1	0.677	32.143	0.161	8.2	1.143	0	3262	27
4083	68	60.136	24.86	1976-08-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	3198	17
4261	107	60.113	24.768	1976-08-02	5.74	12.65	5.3	1.129	23.571	0.258	8.1	0.5	0	1666	18
4262	107	60.113	24.768	1976-08-02	5.74	12.65	5.3	1.129	23.571	0.258	8.1	0.5	0	1666	18
5536	122	60.058	24.706	1976-08-02	5.86	10.6	2.4	0.581	20	0	8	0.429	0	5425	41
18548	117	60.142	24.725	1976-08-02	5.66	14.9	8.3	2.097	32.857	0.806	8	0.357	0	561	3.5
18638	118	60.163	24.592	1976-08-02	5.43	18	17	2	36.429	0.355	8	0	0	90	13
18766	120	60.109	24.656	1976-08-02	5.66	16.5	7.8	1.516	31.429	0.161	8	0.929	0	518	9
2732	36	60.147	25.137	1976-08-04	5.75	12.1	4.5	0.968	30	0.097	8	0.286	0	2665	33
3440	114	60.082	25.125	1976-08-04	5.77	11.5	3.4	0.806	24.286	0.032	7.9	0.214	0	8515	47
6062	18	60.149	25.001	1976-08-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
16062	4	60.193	24.991	1976-08-04	4.5	15.6	230	20.645	257.143	11.613	9.1	29.286	6.857	329	2.5
16343	23	60.184	25.035	1976-08-04	5.14	16.6	63	11.29	117.857	5.806	8.8	0.071	0	76	11
16453	25	60.193	25.087	1976-08-04	5.545	15.85	13	2.419	40.714	0.839	8.3	0.071	0	331	5
18189	111	60.194	25.195	1976-08-04	5.7	12.9	10	1.258	27.857	0.097	8	0.357	0	690	13
4904	125	60.098	24.892	1976-08-09	5.73	13.3	5.54	0.774	32.143	0.065	8.3	0.286	0	5727	28
4905	125	60.098	24.892	1976-08-09	5.73	14.3	5.53333333333333	0.774	32.143	0.065	8.3	0.286	0	5727	28
4906	125	60.098	24.892	1976-08-09	NA	12.3	5.5	NA	NA	NA	NA	NA	NA	5727	28
4907	125	60.098	24.892	1976-08-09	NA	12.3	5.55	NA	NA	NA	NA	NA	NA	5727	28
17086	75	60.158	24.831	1976-08-09	5.73	14.5	4.8	1.613	36.429	0.548	7.6	0.286	0	649	8
17543	87	60.193	24.848	1976-08-09	5.23	17.45	41	7.419	85.714	2.71	8.2	0.429	0.786	423	3.5
19362	140	60.172	24.842	1976-08-09	5.425	16.95	30	5.484	65	1.968	8.2	0.357	0	376	3.5
4408	142	59.945	25.046	1976-08-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	23590	71
4911	125	60.098	24.892	1976-08-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	5727	28
