sampleID	stn	lat	lon	obstime	Salin	Temp	chla	Ptot	Ntot	PO4	pH	NH4	NO3	dist	stnDepth
3600	114	60.082	25.125	1994-08-04	5.17	20.6	5.8	0.677	27.858	0.048	8.6	0.25	1	8515	47
5910	166	60.116	25.276	1994-08-04	4.92	21.1	5.6	0.871	31.429	0.065	8.5	0.286	0.786	10081	48
6262	18	60.149	25.001	1994-08-04	5.22	19.6	6.4	1.032	32.857	0.065	8.2	0.286	1.357	1463	17
16270	4	60.193	24.991	1994-08-04	2.59	22.5	29.9	1.806	60	0.194	8.4	0.143	4.571	329	2.5
3079	147	60.081	24.737	1994-08-22	4.72	17.6	3.5	0.903	30.714	0.29	8.4	2	1.143	3262	27
3254	154	60.095	24.761	1994-08-22	4.62	17.5	3.8	0.903	25	0.258	8.4	1.857	1.214	2713	20.6
5744	122	60.058	24.706	1994-08-22	4.62	17.6	2.9	0.903	25.714	0.323	8.3	1.857	1.214	5425	41
16796	62	60.15	24.905	1994-08-22	4.81	17.2	4.5	1.065	25	0.419	8.3	2.786	1.214	463	11
18858	120	60.109	24.656	1994-08-22	5.32	16.3	2.9	1.129	26.429	0.484	8.1	4.786	1.214	518	9
2816	36	60.147	25.137	1994-08-23	4.824	17	6.9	1.064	33.5	0.216	8.2	1.464	0.6	2665	33
3601	114	60.082	25.125	1994-08-23	4.43	15.6	4	0.677	27.143	0.097	8.1	0.714	0.5	8515	47
5911	166	60.116	25.276	1994-08-23	4.63	16.8	4.8	0.71	29.286	0.161	8.1	1.357	0.5	10081	48
6263	18	60.149	25.001	1994-08-23	5.02	17.4	6.6	1.387	34.286	0.677	8	5.071	0.714	1463	17
16271	4	60.193	24.991	1994-08-23	4.12	15.8	21.8	1.419	52.857	0.161	8.1	0.143	8.571	329	2.5
18397	111	60.194	25.195	1994-08-23	5.02	17	8	1.129	16.429	0.355	8.1	1.714	0.5	690	13
2555	149	60.059	24.884	1994-08-25	4.62	17.6	6.9	0.806	34.286	0.29	8.2	1	0.857	9997	34
3328	168	60.072	24.868	1994-08-25	4.63	17.5	3.3	0.645	35	0.258	8.2	1.5	0.857	8836	31
5250	125	60.098	24.892	1994-08-25	4.62	17.5	4.3	0.806	31.429	0.226	8.2	1.357	0.857	5727	28
5251	125	60.098	24.892	1994-08-25	NA	NA	4.1	NA	NA	NA	NA	NA	NA	5727	28
3080	147	60.081	24.737	1994-09-05	4.73	14.7	4.8	0.645	22.143	0.161	8	0.929	0.786	3262	27
3255	154	60.095	24.761	1994-09-05	4.73	14.6	4.2	0.613	20	0.161	8	1.286	0.786	2713	20.6
5745	122	60.058	24.706	1994-09-05	4.73	14.6	4.6	0.581	18.571	0.161	8.1	0.571	0.786	5425	41
16797	62	60.15	24.905	1994-09-05	4.93	14.5	7.4	1.258	24.286	0.29	8	1.429	1	463	11
18859	120	60.109	24.656	1994-09-05	5.13	15	6.4	1.161	25.714	0.323	8	1.857	0.714	518	9
2817	36	60.147	25.137	1994-09-06	4.63	14.9	3.5	0.71	23.571	0.258	8.1	1.643	1.143	2665	33
3602	114	60.082	25.125	1994-09-06	4.53	14.9	4.1	0.613	22.857	0.129	8.1	0.786	0.857	8515	47
5912	166	60.116	25.276	1994-09-06	4.53	14.9	3.9	0.581	22.857	0.097	8.1	0.786	0.857	10081	48
6264	18	60.149	25.001	1994-09-06	4.82	14.8	6	1.645	32.143	0.548	8	3.571	1.5	1463	17
16272	4	60.193	24.991	1994-09-06	3.22	15.1	31	2.387	58.571	0.355	7.9	0.286	15.714	329	2.5
18398	111	60.194	25.195	1994-09-06	4.82	15.3	3.3	1.097	26.429	0.452	8	3	1.071	690	13
2556	149	60.059	24.884	1994-09-07	4.63	14.7	4.8	0.645	23.571	0.129	8.1	1.071	0.857	9997	34
3329	168	60.072	24.868	1994-09-07	4.63	14.7	4.1	0.516	24.286	0.129	8.1	1.071	0.857	8836	31
5252	125	60.098	24.892	1994-09-07	4.63	14.6	4.3	0.677	23.571	0.161	8.1	0.929	0.857	5727	28
5253	125	60.098	24.892	1994-09-07	NA	NA	4.2	NA	NA	NA	NA	NA	NA	5727	28
3081	147	60.081	24.737	1994-09-19	4.79	13.5	4.4	0.581	26.429	0.226	7.9	2.429	1.286	3262	27
3256	154	60.095	24.761	1994-09-19	4.73	13.7	6.3	0.71	30.714	0.226	8	4.214	1.571	2713	20.6
5746	122	60.058	24.706	1994-09-19	4.82	13.3	4.5	0.581	25	0.161	8	0.857	1.143	5425	41
6265	18	60.149	25.001	1994-09-19	4.43	14.1	5.5	1.419	42.143	0.806	7.8	4.929	10.714	1463	17
16798	62	60.15	24.905	1994-09-19	4.82	14.2	4.4	1.129	32.143	0.645	7.9	5.071	1.786	463	11
18860	120	60.109	24.656	1994-09-19	4.93	14.2	11	1.032	32.143	0.226	8	1.357	1.071	518	9
2818	36	60.147	25.137	1994-09-20	4.82	13.8	4.7	0.839	27.857	0.387	8	2.286	1.429	2665	33
3603	114	60.082	25.125	1994-09-20	4.82	13.5	5.7	0.742	27.143	0.194	8	0.929	1.286	8515	47
5913	166	60.116	25.276	1994-09-20	4.92	13.5	4.4	0.774	25.714	0.323	8	1.429	1.5	10081	48
16273	4	60.193	24.991	1994-09-20	0.29	12.6	14.8	4.194	171.429	2.226	7.3	5.214	128.571	329	2.5
18399	111	60.194	25.195	1994-09-20	4.82	13.8	4.4	0.871	27.857	0.387	8	2.571	1	690	13
2557	149	60.059	24.884	1994-09-21	4.73	13.4	4.9	0.581	24.286	0.161	8	0.643	1.5	9997	34
3330	168	60.072	24.868	1994-09-21	4.73	13.3	4.3	0.613	26.429	0.226	8	2.357	2.071	8836	31
5254	125	60.098	24.892	1994-09-21	4.82	13.3	5.2	0.71	30.714	0.258	8	3.714	2.571	5727	28
5255	125	60.098	24.892	1994-09-21	NA	NA	5.2	NA	NA	NA	NA	NA	NA	5727	28
3086	147	60.081	24.737	1995-06-01	NA	12.71	10.8	0.968	41.429	NA	8.7	NA	NA	3262	27
3608	114	60.082	25.125	1995-06-01	NA	12.47	12.6	0.613	27.143	NA	8.7	NA	NA	8515	47
5261	125	60.098	24.892	1995-06-01	NA	11.95	7.2	0.774	25	NA	8.8	NA	NA	5727	28
5262	125	60.098	24.892	1995-06-01	NA	10.42	12.2	NA	NA	NA	NA	NA	NA	5727	28
3262	154	60.095	24.761	1995-06-12	4.65	14.2	6.2	0.968	37.143	0.161	8.6	0.929	0.5	2713	20.6
5752	122	60.058	24.706	1995-06-12	4.71	13.6	6.1	0.774	31.429	0.065	8.675	0.286	0.071	5425	41
16804	62	60.15	24.905	1995-06-12	4.6	17.3	8.4	0.774	29.286	0.097	8.35	0.357	0.5	463	11
17739	87	60.193	24.848	1995-06-12	4.31	19.9	16	2.452	47.143	0.613	7.75	0.429	0.214	423	3.5
18866	120	60.109	24.656	1995-06-12	4.21	17.8	6.2	0.774	33.571	0.065	8.25	0.143	0.286	518	9
2563	149	60.059	24.884	1995-06-13	4.6	14.3	3.7	0.645	17.143	0.032	8.7	0.286	0.357	9997	34
3336	168	60.072	24.868	1995-06-13	4.61	14.2	5.2	0.677	22.857	0.065	8.7	0.286	0.286	8836	31
6270	18	60.149	25.001	1995-06-13	4.36	17.2	12.6	0.839	34.286	0.258	8.6	0.357	2.643	1463	17
16278	4	60.193	24.991	1995-06-13	0.62	21.6	31.4	2.903	92.857	0.71	8.2	1.071	49.286	329	2.5
2824	36	60.147	25.137	1995-06-14	4.494	16.84	5.6	0.823	22.142	0.081	8.7	0.107	0.043	2665	33
5918	166	60.116	25.276	1995-06-14	4.37	15.5	3.2	0.613	25.714	NA	8.7	0.286	0.143	10081	48
18405	111	60.194	25.195	1995-06-14	4.41	18.6	6.1	0.871	26.429	0.065	8.7	0.143	0.071	690	13
3087	147	60.081	24.737	1995-06-15	NA	16.84	7.6	NA	NA	NA	8.7	NA	NA	3262	27
3609	114	60.082	25.125	1995-06-15	NA	15.49	2.6	NA	NA	NA	8.7	NA	NA	8515	47
5263	125	60.098	24.892	1995-06-15	NA	16.27	5.9	NA	NA	NA	8.7	NA	NA	5727	28
5264	125	60.098	24.892	1995-06-15	NA	16.08	8.2	NA	NA	NA	NA	NA	NA	5727	28
3263	154	60.095	24.761	1995-06-26	4.7	15.9	4.7	0.806	100	0.097	8.4	30.714	39.286	2713	20.6
5753	122	60.058	24.706	1995-06-26	4.77	16.5	2.4	0.774	30	0.032	8.55	0.143	0	5425	41
6271	18	60.149	25.001	1995-06-26	4.46	16.4	14.3	0.935	34.286	0.129	8.5	0	0.071	1463	17
16279	4	60.193	24.991	1995-06-26	2.87	18.9	43.1	2	71.429	0.452	8.2	0.643	10.714	329	2.5
18867	120	60.109	24.656	1995-06-26	4.16	19.2	11.5	0.839	35.714	0	8.1	0.214	0	518	9
2564	149	60.059	24.884	1995-06-27	4.84	16	2.4	0.387	27.857	0.032	8.6	0.143	0	9997	34
3337	168	60.072	24.868	1995-06-27	4.78	15.7	3.3	0.387	26.429	0.032	8.6	0.143	0	8836	31
16805	62	60.15	24.905	1995-06-27	4.71	16.8	9.2	0.742	32.857	0.065	8.35	0.143	0.286	463	11
17740	87	60.193	24.848	1995-06-27	4.46	20.1	13.4	1.935	43.571	0.29	8.1	0	0	423	3.5
2825	36	60.147	25.137	1995-06-28	4.582	15.99	5.1	0.723	26.572	0.039	8.5	0.107	0	2665	33
5919	166	60.116	25.276	1995-06-28	4.6	16.2	3.5	0.581	27.857	0.548	8.6	0.286	0	10081	48
18406	111	60.194	25.195	1995-06-28	4.57	16	6.6	0.935	27.857	0.065	8.45	1.071	0	690	13
3088	147	60.081	24.737	1995-06-29	4.8	15.02	5.5	0.774	29.286	0.032	8.5	0.143	0	3262	27
3610	114	60.082	25.125	1995-06-29	4.75	15.99	3.3	0.581	27.143	0.032	8.6	0.143	0	8515	47
5265	125	60.098	24.892	1995-06-29	4.83	15.13	5.4	0.645	28.571	0.032	8.5	0.214	0	5727	28
5266	125	60.098	24.892	1995-06-29	NA	15.08	5.1	NA	NA	NA	NA	NA	NA	5727	28
2565	149	60.059	24.884	1995-07-10	5.76	8.6	3.9	0.516	22.143	0.161	8	0.143	0.214	9997	34
3264	154	60.095	24.761	1995-07-10	5.63	10.2	6	0.613	23.571	0.129	8	0.143	0.429	2713	20.6
3338	168	60.072	24.868	1995-07-10	5.76	8.4	4.2	0.516	21.429	0.129	8	0.143	0.143	8836	31
5754	122	60.058	24.706	1995-07-10	5.86	8.6	1.4	0.677	22.857	0.355	7.8	1.286	1.571	5425	41
16806	62	60.15	24.905	1995-07-10	5.37	13	3.9	0.935	25.714	0.161	7.9	0.214	0.286	463	11
17741	87	60.193	24.848	1995-07-10	4.7	17.5	14.4	2.161	42.143	0.452	8	0.714	0.071	423	3.5
18868	120	60.109	24.656	1995-07-10	5.03	14.6	8.8	1.226	30.714	0.097	7.95	0.143	0.143	518	9
2826	36	60.147	25.137	1995-07-11	5.499	9.74	2.2	0.739	20.786	0.248	8.05	0.143	0.035	2665	33
5920	166	60.116	25.276	1995-07-11	5.48	10	3.6	0.742	20.714	0.258	8.1	0.143	0.143	10081	48
6272	18	60.149	25.001	1995-07-11	5.23	11.9	7.8	0.774	24.286	0.097	8.1	0.143	0.357	1463	17
16280	4	60.193	24.991	1995-07-11	2.03	17.6	33	1.677	85.714	0.29	8.35	0.143	57.857	329	2.5
18407	111	60.194	25.195	1995-07-11	5.3	11.3	6.1	0.774	20.714	0.258	8.05	0.071	0.071	690	13
19505	174	60.219	25.203	1995-07-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	713	10.5
19534	180	60.204	25.22	1995-07-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	1687	16.2
3089	147	60.081	24.737	1995-07-12	5.67	9.2	4.8	0.548	22.857	0.065	8	0.214	0.143	3262	27
3611	114	60.082	25.125	1995-07-12	5.58	8.44	3.6	0.742	20	0.29	7.9	0.143	0.214	8515	47
5267	125	60.098	24.892	1995-07-12	5.63	9.21	11	0.548	22.143	0.065	8.1	0.071	0.214	5727	28
5268	125	60.098	24.892	1995-07-12	NA	8.73	9.2	NA	NA	NA	NA	NA	NA	5727	28
3265	154	60.095	24.761	1995-07-24	5.77	11.4	6.4	0.935	17.143	0.097	8	0.5	0.143	2713	20.6
5755	122	60.058	24.706	1995-07-24	5.77	10.6	4.4	0.645	17.143	0.032	8	0.143	0.286	5425	41
16807	62	60.15	24.905	1995-07-24	5.63	13.2	13.6	1.452	28.571	0.129	7.9	0.643	0.214	463	11
17742	87	60.193	24.848	1995-07-24	5.09	18.5	NA	2.355	38.571	0.871	8	0	0.143	423	3.5
17743	87	60.193	24.848	1995-07-24	NA	NA	20.7	NA	NA	NA	8	NA	NA	423	3.5
18869	120	60.109	24.656	1995-07-24	5.57	16.4	10.2	1.097	25.714	0.194	8.05	0.286	0.143	518	9
2827	36	60.147	25.137	1995-07-25	5.678	10.87	4.6	1.026	21.786	0.232	7.93	0.221	0.029	2665	33
5921	166	60.116	25.276	1995-07-25	5.62	11.1	3.1	0.839	22.143	0.161	7.9	0.214	0.071	10081	48
16281	4	60.193	24.991	1995-07-25	3.8	17.8	37	2.097	47.143	0.161	8.25	0.714	0	329	2.5
18408	111	60.194	25.195	1995-07-25	5.63	10.9	4.4	1.097	22.857	0.258	7.8	0.286	0.071	690	13
2566	149	60.059	24.884	1995-07-26	5.67	12.7	2.4	0.581	23.571	0.032	8.2	0.643	0.143	9997	34
3339	168	60.072	24.868	1995-07-26	5.67	12.3	3.2	0.548	22.857	0.032	8.1	0.857	0.071	8836	31
6273	18	60.149	25.001	1995-07-26	5.47	14.6	5.5	1.226	26.429	0.226	8	0.643	0.143	1463	17
3090	147	60.081	24.737	1995-07-27	NA	12.13	3.7	NA	NA	NA	8	NA	NA	3262	27
3612	114	60.082	25.125	1995-07-27	NA	11.54	4.5	NA	NA	NA	8.1	NA	NA	8515	47
5269	125	60.098	24.892	1995-07-27	NA	12.72	7.3	NA	NA	NA	8.2	NA	NA	5727	28
5270	125	60.098	24.892	1995-07-27	NA	12.22	4.2	NA	NA	NA	NA	NA	NA	5727	28
18490	113	60.239	25.232	1995-07-27	NA	NA	NA	NA	NA	NA	NA	NA	NA	702	7
19506	174	60.219	25.203	1995-07-27	NA	NA	NA	NA	NA	NA	NA	NA	NA	713	10.5
19535	180	60.204	25.22	1995-07-27	NA	NA	NA	NA	NA	NA	NA	NA	NA	1687	16.2
2567	149	60.059	24.884	1995-08-07	5.59	16.2	5	0.839	26.429	0.065	8.4	0.071	0.071	9997	34
3091	147	60.081	24.737	1995-08-07	5.66	14.8	4	0.806	26.429	0.065	8.2	0.214	0.214	3262	27
3266	154	60.095	24.761	1995-08-07	5.66	15	5.2	0.774	26.429	0.032	8.2	0.143	0.143	2713	20.6
3340	168	60.072	24.868	1995-08-07	5.64	15.9	5.3	0.742	26.429	0.032	8.4	0.071	0.071	8836	31
5271	125	60.098	24.892	1995-08-07	5.62	16.2	5.1	0.742	27.143	0.032	8.3	0	0.071	5727	28
5272	125	60.098	24.892	1995-08-07	NA	NA	5	NA	NA	NA	NA	NA	NA	5727	28
5756	122	60.058	24.706	1995-08-07	5.7	14.9	3.7	0.742	23.571	0.097	8.2	0.071	0	5425	41
16808	62	60.15	24.905	1995-08-07	5.61	16.2	6.6	0.903	26.429	0.097	8.1	0.071	0.143	463	11
17744	87	60.193	24.848	1995-08-07	5.34	19.7	20.7	2.548	45.714	0.516	8	0	0	423	3.5
18870	120	60.109	24.656	1995-08-07	5.67	18.2	6.1	1.065	29.286	0.097	8.1	0	0	518	9
2828	36	60.147	25.137	1995-08-08	5.61	14.7	4.6	0.839	22.857	0.129	8.2	0	0.143	2665	33
3613	114	60.082	25.125	1995-08-08	5.71	15.6	3.2	0.742	22.857	0.065	8.2	0	0.214	8515	47
5922	166	60.116	25.276	1995-08-08	5.55	15.7	4.9	0.871	27.143	0.065	8.3	0	0.143	10081	48
6274	18	60.149	25.001	1995-08-08	5.5	15.4	7	1.097	26.429	0.194	8	0	0.143	1463	17
16282	4	60.193	24.991	1995-08-08	4.74	16.4	12.6	1.581	36.429	0.323	7.8	0.071	0.071	329	2.5
18409	111	60.194	25.195	1995-08-08	5.55	14.4	12	1.29	26.429	0.161	8.05	0	0.143	690	13
18491	113	60.239	25.232	1995-08-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	702	7
19507	174	60.219	25.203	1995-08-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	713	10.5
19536	180	60.204	25.22	1995-08-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	1687	16.2
2568	149	60.059	24.884	1995-08-21	5.7	15.8	2.2	0.581	30.714	0.065	8.2	0.429	0.071	9997	34
3267	154	60.095	24.761	1995-08-21	5.77	14.4	2.5	0.71	28.571	0.065	8	0.571	0.143	2713	20.6
3341	168	60.072	24.868	1995-08-21	5.84	15	4.4	0.645	32.143	0.065	8.1	0.357	0.143	8836	31
5757	122	60.058	24.706	1995-08-21	5.73	14.5	5.9	0.871	31.429	0.065	8.1	0.143	0.714	5425	41
16809	62	60.15	24.905	1995-08-21	5.66	13.1	7.7	1.129	30	0.323	7.65	0.286	0.286	463	11
17745	87	60.193	24.848	1995-08-21	5.53	18.1	18	2.065	47.143	0.323	8.1	0.429	0.071	423	3.5
18871	120	60.109	24.656	1995-08-21	5.72	16.8	8.6	1.065	42.143	0.097	7.95	0.214	0.643	518	9
2829	36	60.147	25.137	1995-08-22	5.61	13.1	2.5	0.839	27.143	0.226	7.8	0.214	0.286	2665	33
5923	166	60.116	25.276	1995-08-22	5.64	14.2	1.9	0.645	26.429	0.129	8	0.214	0.143	10081	48
6275	18	60.149	25.001	1995-08-22	5.58	14.4	4.7	1.065	34.286	0.226	7.8	0.357	0.214	1463	17
16283	4	60.193	24.991	1995-08-22	4.48	16.1	11.1	1.258	47.857	0.129	7.9	0.5	6.929	329	2.5
18410	111	60.194	25.195	1995-08-22	5.55	13.8	6.9	1.032	27.143	NA	7.9	NA	NA	690	13
18492	113	60.239	25.232	1995-08-22	5.34	14	4.7	0.968	25.714	NA	7.6	NA	NA	702	7
19508	174	60.219	25.203	1995-08-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	713	10.5
19537	180	60.204	25.22	1995-08-22	NA	NA	NA	NA	NA	NA	NA	NA	NA	1687	16.2
3092	147	60.081	24.737	1995-08-23	5.69	10.85	2.9	0.71	25	0.194	7.7	0.571	0.571	3262	27
3614	114	60.082	25.125	1995-08-23	5.74	13.19	2.7	0.613	22.857	0.097	7.9	0.143	0.071	8515	47
5273	125	60.098	24.892	1995-08-23	5.66	12.32	4.1	0.677	23.571	0.194	7.8	0.143	0.286	5727	28
5274	125	60.098	24.892	1995-08-23	NA	11.78	2.9	NA	NA	NA	NA	NA	NA	5727	28
2569	149	60.059	24.884	1995-09-04	5.68	14.9	4.2	0.71	24.286	0.129	8	0.286	0.286	9997	34
3268	154	60.095	24.761	1995-09-04	5.71	13.2	5.7	0.839	24.286	0.194	7.9	0.357	0.357	2713	20.6
3342	168	60.072	24.868	1995-09-04	5.7	14.1	4.8	0.742	23.571	0.129	8	0.286	0.286	8836	31
5758	122	60.058	24.706	1995-09-04	5.71	14.6	4.3	0.645	23.571	0.065	8	0.143	0.143	5425	41
16810	62	60.15	24.905	1995-09-04	5.59	13	7.2	1.161	24.286	0.226	7.85	0.429	0.143	463	11
17746	87	60.193	24.848	1995-09-04	5.46	16.4	18.5	2.097	38.571	0.677	8	0.214	0.071	423	3.5
18872	120	60.109	24.656	1995-09-04	5.72	14.3	9.1	1.097	26.429	0.097	7.85	0.143	0.071	518	9
2830	36	60.147	25.137	1995-09-05	5.43	14.4	6.9	0.903	24.286	0.161	8.1	0.5	0.214	2665	33
5924	166	60.116	25.276	1995-09-05	5.58	15.7	7.9	0.677	26.429	0.032	7.8	0.571	0.143	10081	48
6276	18	60.149	25.001	1995-09-05	5.49	13.4	10.2	1.065	23.571	0.29	8	0.786	0.143	1463	17
16284	4	60.193	24.991	1995-09-05	3.63	16.7	41.1	1.613	62.857	0.839	8.1	0.857	12.143	329	2.5
18411	111	60.194	25.195	1995-09-05	5.54	14	6.4	0.839	23.571	0.226	8	0.5	0.143	690	13
3093	147	60.081	24.737	1995-09-06	5.66	15.53	6	0.71	23.571	0.065	8.1	0.071	0.214	3262	27
3615	114	60.082	25.125	1995-09-06	5.58	16	4.1	0.581	20	0.032	8.1	0.071	0.143	8515	47
5275	125	60.098	24.892	1995-09-06	5.56	15.13	6.1	0.806	42.857	0.161	8	12.714	9.286	5727	28
5276	125	60.098	24.892	1995-09-06	NA	15.1	6.4	NA	NA	NA	NA	NA	NA	5727	28
18493	113	60.239	25.232	1995-09-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	702	7
19509	174	60.219	25.203	1995-09-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	713	10.5
19538	180	60.204	25.22	1995-09-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	1687	16.2
2570	149	60.059	24.884	1995-09-18	5.38	14.7	5.3	0.677	24.286	0.097	8	0.5	0.5	9997	34
3269	154	60.095	24.761	1995-09-18	5.51	14.4	8.5	0.871	25.714	0.161	8	1.857	2.429	2713	20.6
3343	168	60.072	24.868	1995-09-18	5.49	14.6	4.9	0.742	27.857	0.161	8	1.571	1.071	8836	31
5759	122	60.058	24.706	1995-09-18	5.5	14.6	5.5	0.71	24.286	0.161	8	1.214	0.571	5425	41
16811	62	60.15	24.905	1995-09-18	5.43	14	7.4	0.968	29.286	0.29	7.95	1	1	463	11
17747	87	60.193	24.848	1995-09-18	5.23	12.5	17.2	1.871	40	0.323	8.05	0.5	0.071	423	3.5
18873	120	60.109	24.656	1995-09-18	5.57	13.7	12.5	0.968	29.286	0	8.05	0.071	0.286	518	9
2831	36	60.147	25.137	1995-09-19	5.34	14.3	6.9	0.774	27.857	0.194	8	1.143	0.714	2665	33
5925	166	60.116	25.276	1995-09-19	5.23	14.5	5.8	0.774	27.857	0.097	8	0.643	0.357	10081	48
6277	18	60.149	25.001	1995-09-19	5.27	13.5	6.1	1.065	28.571	0.419	7.9	1.286	2	1463	17
16285	4	60.193	24.991	1995-09-19	2.96	12.3	26.5	1.839	100	0.355	7.9	0.643	46.429	329	2.5
18412	111	60.194	25.195	1995-09-19	5.34	13.9	6.6	0.774	25.714	0.194	8	0.571	0.286	690	13
18494	113	60.239	25.232	1995-09-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	702	7
19510	174	60.219	25.203	1995-09-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	713	10.5
19539	180	60.204	25.22	1995-09-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	1687	16.2
3094	147	60.081	24.737	1995-09-20	5.57	14	5.5	0.839	26.429	0.194	7.9	2.5	1.214	3262	27
3616	114	60.082	25.125	1995-09-20	5.37	14.67	4.2	0.581	20.714	0.097	8	1	0.357	8515	47
5277	125	60.098	24.892	1995-09-20	5.5	14.3	5.5	0.71	24.286	0.226	7.9	1.929	1.5	5727	28
5278	125	60.098	24.892	1995-09-20	NA	14.3	5.5	NA	NA	NA	NA	NA	NA	5727	28
3097	147	60.081	24.737	1996-06-04	NA	NA	3	NA	NA	NA	8.3	NA	NA	3262	27
3620	114	60.082	25.125	1996-06-04	NA	NA	10.2	NA	NA	NA	8.4	NA	NA	8515	47
5282	125	60.098	24.892	1996-06-04	NA	NA	4.7	NA	NA	NA	8.3	NA	NA	5727	28
5283	125	60.098	24.892	1996-06-04	NA	NA	3.9	NA	NA	NA	NA	NA	NA	5727	28
6280	18	60.149	25.001	1996-06-04	NA	NA	20.2	NA	NA	NA	NA	NA	NA	1463	17
16288	4	60.193	24.991	1996-06-04	NA	NA	7.3	NA	NA	NA	NA	NA	NA	329	2.5
3098	147	60.081	24.737	1996-06-10	5.455	7.75	3.9	0.532	41.428	0.129	8.1	16.857	0.393	3262	27
3621	114	60.082	25.125	1996-06-11	5.09	10.31	2.9	0.584	24.428	0.113	8.5	0.057	0.035	8515	47
5284	125	60.098	24.892	1996-06-12	5.275	8.85	3.5	0.565	22.143	0.032	8.2	0.107	0.035	5727	28
6281	18	60.149	25.001	1996-06-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	1463	17
16289	4	60.193	24.991	1996-06-12	1.095	17.9	66.9	2.742	110.714	0.758	8.9	0.643	50	329	2.5
3099	147	60.081	24.737	1996-07-01	NA	NA	4.3	NA	NA	NA	8.3	NA	NA	3262	27
3622	114	60.082	25.125	1996-07-01	NA	NA	1.9	NA	NA	NA	8.3	NA	NA	8515	47
5285	125	60.098	24.892	1996-07-01	NA	NA	2.9	NA	NA	NA	8.3	NA	NA	5727	28
5286	125	60.098	24.892	1996-07-01	NA	NA	3.9	NA	NA	NA	NA	NA	NA	5727	28
6282	18	60.149	25.001	1996-07-01	NA	NA	6.2	NA	NA	NA	NA	NA	NA	1463	17
16290	4	60.193	24.991	1996-07-02	NA	NA	32.4	NA	NA	NA	NA	NA	NA	329	2.5
3100	147	60.081	24.737	1996-07-15	5.555	11.35	6.6	0.71	22.143	0.129	8	0.107	0.214	3262	27
5287	125	60.098	24.892	1996-07-16	5.495	12.1	6.7	0.758	24.643	0.065	8.1	0.107	0	5727	28
5288	125	60.098	24.892	1996-07-16	5.505	11.9	5.4	0.71	24.643	0.048	8.1	0.107	0	5727	28
3623	114	60.082	25.125	1996-07-17	5.389	12.04	11	0.794	28.857	0.055	8.2	0.057	0	8515	47
6283	18	60.149	25.001	1996-07-17	3.92	13.25	3.3	1.42	73.571	0.613	7.7	2.25	27.5	1463	17
16291	4	60.193	24.991	1996-07-17	0.115	15.05	3.2	6.613	150	4.419	7.25	4.036	67.857	329	2.5
3101	147	60.081	24.737	1996-07-30	NA	NA	2.3	NA	NA	NA	7.9	NA	NA	3262	27
3624	114	60.082	25.125	1996-07-30	5.26	13.2	3.9	0.6	23.643	0.065	7.97	0.15	0.071	8515	47
5289	125	60.098	24.892	1996-07-30	NA	NA	3.6	NA	NA	NA	8	NA	NA	5727	28
5290	125	60.098	24.892	1996-07-30	NA	NA	3.2	NA	NA	NA	NA	NA	NA	5727	28
6284	18	60.149	25.001	1996-07-30	NA	NA	8.8	NA	NA	NA	NA	NA	NA	1463	17
16292	4	60.193	24.991	1996-07-30	NA	NA	26.7	NA	NA	NA	NA	NA	NA	329	2.5
4434	142	59.945	25.046	1996-08-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	23590	71
3102	147	60.081	24.737	1996-08-12	5.23	16.5	7.7	0.565	26.428	0	8.5	0.142	0.071	3262	27
5291	125	60.098	24.892	1996-08-14	5.265	18.05	4.2	0.629	47.857	0.065	8.4	16.428	3.036	5727	28
5292	125	60.098	24.892	1996-08-14	5.195	16.3	4.9	0.629	35.357	0.065	8.25	7.214	1.286	5727	28
3625	114	60.082	25.125	1996-08-15	5.28	19.6	6.4	0.758	28	0	8.7	0.085	0.164	8515	47
6285	18	60.149	25.001	1996-08-26	NA	NA	6.8	NA	NA	NA	NA	NA	NA	1463	17
16293	4	60.193	24.991	1996-08-26	NA	NA	60	NA	NA	NA	NA	NA	NA	329	2.5
3103	147	60.081	24.737	1996-08-27	NA	NA	10.9	NA	NA	NA	8.4	NA	NA	3262	27
3626	114	60.082	25.125	1996-08-27	NA	NA	5.2	NA	NA	NA	8.4	NA	NA	8515	47
5293	125	60.098	24.892	1996-08-27	NA	NA	8.9	NA	NA	NA	8.3	NA	NA	5727	28
5294	125	60.098	24.892	1996-08-27	NA	NA	8.9	NA	NA	NA	NA	NA	NA	5727	28
3104	147	60.081	24.737	1996-09-09	5.29	15.5	9.1	0.758	26.429	0.113	8.15	0.214	0.214	3262	27
