"pel"	"year"	"mon"	"var"	"value"	"time"
"415"	0	2021	7	"ntot"	633	2021.54808219178
"416"	0	2021	7	"ptot"	81.4	2021.54808219178
"417"	0	2021	8	"ntot"	726.25	2021.60616438356
"418"	0	2021	8	"ptot"	60.8125	2021.60616438356
"419"	0	2021	9	"ntot"	563.333333333333	2021.7196347032
"420"	0	2021	9	"ptot"	50.1111111111111	2021.7196347032
"421"	1	1967	8	"ptot"	14	1967.61917808219
"422"	1	1967	9	"ptot"	31.8	1967.71342465753
"423"	1	1968	6	"ptot"	31.9	1968.45601092896
"424"	1	1968	7	"ptot"	17.8333333333333	1968.55464480874
"425"	1	1968	8	"ptot"	18.5555555555556	1968.63448694596
"426"	1	1968	9	"ptot"	19.3	1968.70983606557
"427"	1	1969	6	"ptot"	16.8333333333333	1969.45570776256
"428"	1	1969	7	"ptot"	14.875	1969.53321917808
"429"	1	1969	8	"ptot"	20.25	1969.6102739726
"430"	1	1969	9	"ptot"	23.375	1969.68664383562
"431"	1	1970	6	"ptot"	27.3333333333333	1970.45296803653
"432"	1	1970	7	"ptot"	28.5	1970.54794520548
"433"	1	1970	8	"ptot"	36.75	1970.62465753425
"434"	1	1970	9	"ptot"	25.8333333333333	1970.699543379
"435"	1	1971	6	"ptot"	22.6	1971.45150684932
"436"	1	1971	7	"ptot"	25.6666666666667	1971.53333333333
"437"	1	1971	8	"ptot"	20.1111111111111	1971.6100456621
"438"	1	1971	9	"ptot"	46.5	1971.70410958904
"439"	1	1972	6	"ntot"	389.285714285714	1972.44964871194
"440"	1	1972	6	"ptot"	19.1428571428571	1972.44964871194
"441"	1	1972	7	"ntot"	575	1972.54098360656
"442"	1	1972	7	"ptot"	28.5	1972.54098360656
"443"	1	1972	8	"ntot"	400.714285714286	1972.61319281811
"444"	1	1972	8	"ptot"	21.6428571428571	1972.61319281811
"445"	1	1972	9	"ntot"	510	1972.7131147541
"446"	1	1972	9	"ptot"	21.5	1972.7131147541
"447"	1	1973	6	"ntot"	605	1973.45068493151
"448"	1	1973	6	"ptot"	32.5	1973.45068493151
"449"	1	1973	7	"ntot"	380	1973.55616438356
