sampleID	valid_AphiaID	ww
4366	156690	10.803
4366	156690	1.013
4366	149343	3.866
4366	149142	0.042
4366	149150	0.013
4366	149150	0.017
4366	149028	0.928
4366	149028	0.287
4366	17657	1.539
4366	17657	0.77
4366	134529	39.639
4366	134529	13.11
4366	160591	0.291
4366	163101	0.308
4366	163100	0.008
4366	248141	0.76
4366	248141	1.013
4366	162726	0.159
4371	12	18.305
4371	609460	6.455
4371	160567	0.002
4371	17640	2.467
4371	17640	1.974
4371	5	9.473
4371	5	2.96
4371	179320	2.848
4371	109603	8.543
4371	110156	8.306
4371	110210	3.441
4371	388485	6.118
4371	160599	1.974
4371	149074	10.016
4371	156690	37.969
4371	156690	5.695
4371	149343	5.434
4371	149028	1.044
4371	160591	2.237
4372	12	17.134
4372	177484	1.256
4372	146645	0.628
4372	627627	0.051
4372	146546	0.018
4372	162673	0.4
4372	609460	0.913
4372	160567	NA
4372	17640	5.382
4372	17640	4.126
4372	248151	16.506
4372	5	8.612
4372	5	16.506
4372	179320	11.558
4372	118051	1.926
4372	109603	11.986
4372	109473	2.14
4372	109477	17.224
4372	109538	10.845
4372	110007	2.854
4372	110155	25.685
4372	110210	6.207
4372	388485	1.435
4372	160599	19.735
4372	149297	0.197
4372	160524	6.849
4372	160524	4.852
4372	149074	10.047
4372	148912	1.651
4372	148912	4.126
4372	148899	5.024
4372	149045	1.794
4372	17657	1.615
4372	134529	2.96
4372	134529	3.391
4372	248127	0.359
4372	575733	0.062
4372	160591	0.295
4372	178936	1.142
4373	12	12.581
4373	177484	2.511
4373	146645	1.57
4373	146546	0.074
4373	162673	11.986
4373	162673	3.995
4373	249690	4.317
4373	609460	6.164
4373	160567	0.002
4373	17640	12.335
4373	17640	11.348
4373	248151	37.991
4373	5	6.907
4373	5	47.858
4373	179320	29.109
4373	118051	4.495
4373	109603	53.082
4373	109473	27.112
4373	109477	26.643
4373	109538	15.788
4373	109538	43.378
4373	110210	22.759
4373	162770	45.662
4373	149297	4.539
4373	149074	3.454
4373	148899	2.96
4373	149014	6.849
4373	149045	2.467
4373	149046	1.48
4373	149028	0.314
4373	17657	8.881
4373	17657	16.282
4373	134529	5.921
4373	134529	13.124
4373	248127	0.493
4373	575733	0.047
4373	160591	0.319
4373	163101	0.518
4373	248141	0.571
4373	178936	3.71
4374	12	50.819
4374	177484	1.428
4374	146645	3.392
4374	146546	0.164
4374	162673	4.772
4374	162673	2.045
4374	249690	3.289
4374	609460	3.246
4374	160567	NA
4374	146552	0.325
4374	17640	6.578
4374	17640	5.263
4374	248151	23.025
4374	5	10.526
4374	5	47.365
4374	179320	13.877
4374	118051	1.826
4374	109603	45.771
4374	109473	8.724
4374	109477	2.96
4374	109538	1.623
4374	110007	0.812
4374	110208	0.325
4374	110210	5.884
4374	388485	6.578
4374	148912	1.316
4374	148899	3.947
4374	149142	0.081
4374	149028	0.089
4374	17657	47.365
4374	17657	36.51
4374	134529	3.684
4374	248127	0.658
4374	575733	0.054
4374	160591	0.207
4374	248141	0.325
4375	12	66.339
4375	146715	2.532
4375	177484	7.427
4375	146645	7.427
4375	627627	0.085
4375	146546	0.073
4375	162673	5.317
4375	162673	2.068
4375	609460	20.256
4375	160567	0.002
4375	17640	36.651
4375	17640	28.588
4375	248151	162.733
4375	115090	8.796
4375	5	67.439
4375	179320	29.329
4375	118051	69.314
4375	109603	20.256
4375	109473	8.44
4375	109475	12.66
4375	109477	4.398
4375	109538	6.752
4375	110210	6.119
4375	388485	8.796
4375	162770	63.3
4375	149271	18.99
4375	148912	1.466
4375	148899	3.665
4375	149028	0.464
4375	157061	0.338
4375	17657	35.185
4375	17657	92.362
4375	163247	21.991
4375	134529	3.299
4375	134529	32.84
4375	248127	1.466
4375	575733	0.146
4375	160591	0.417
4375	163101	0.22
4375	248141	0.844
4375	178936	1.266
4375	699560	4.398
4376	12	3.4
4376	177484	5.28
4376	146547	2.4
4376	609460	55.04
4376	160567	0.002
4376	160566	5.28
4376	156692	NA
4376	17640	2.16
4376	17640	62
4376	17640	52.8
4376	620842	1
4376	106287	0.8
4376	115090	11.8
4376	179320	6.8
4376	118051	216
4376	109603	28.8
4376	109637	3.2
4376	109477	30
4376	110321	8
4376	388485	10.4
4376	162770	16
4376	162770	1.6
4376	160524	16
4376	341285	0.56
4376	17657	111.6
4376	134529	1.2
4376	134529	30.24
4376	601289	0.96
4376	248127	0.18
4376	163108	1.4
4376	160591	0.052
4376	178611	14.4
4376	178936	28
4377	12	17.5
4377	177484	2.64
4377	609460	320
4377	160567	0.002
4377	160566	17.16
4377	156692	0.008
4377	17640	20.4
4377	17640	85
4377	17640	299
4377	106287	4
4377	115090	2
4377	179320	3.1
4377	118051	9.45
4377	109603	24
4377	109477	27
4377	110321	6
4377	110155	1
4377	388485	20
4377	162770	72
4377	162770	72
4377	162770	26
4377	149124	7.8
4377	160524	55
4377	341285	1.4
4377	149271	9
4377	17657	21
4377	134529	23.1
4377	601289	1.2
4377	163108	1.5
4377	160591	0.13
4378	12	6.824
4378	177484	36.378
4378	146645	0.543
4378	162673	0.346
4378	609460	37.119
4378	146552	2.715
4378	17640	12.315
4378	17640	7.697
4378	248151	14.573
4378	5	0.821
4378	5	27.708
4378	179320	15.919
4378	118051	8.329
4378	109603	22.212
4378	156505	2.468
4378	109477	3.079
4378	110155	3.702
4378	248110	2.566
4378	388485	1.847
4378	162770	44.424
4378	162770	4.936
4378	149120	3.455
4378	149271	462.75
4378	149271	455.346
4378	149271	120.932
4378	149074	0.718
4378	8012	0.617
4378	134529	1.231
4378	134529	2.011
4378	163101	0.062
4378	178611	3.079
4378	248141	1.357
4378	178936	2.962
4380	17640	32.06
4380	5	29.312
4380	5	68.7
4380	5	50.38
4380	109603	109.92
4380	1380298	10.992
4380	110156	1474.76
4380	160524	73.28
4380	984117	0.641
4380	149074	173.124
4380	156690	109.92
4380	156690	329.76
4380	163487	3.572
4380	163624	50.609
4380	172418	1.557
4380	134529	15.801
4380	248141	4.58
4380	580116	0.041
4381	609460	10.47
4381	177590	1.44
4381	17640	9.816
4381	5	31.411
4381	5	83.109
4381	5	65.44
4381	118051	44.172
4381	109603	157.056
4381	1380298	28.794
4381	110156	91.616
4381	160524	7.853
4381	149074	32.066
4381	156690	78.528
4381	163487	3.828
4381	163624	44.663
4381	172418	1.669
4381	17657	1.963
4381	134529	19.141
4381	248141	13.088
4382	177635	27.475
4382	609460	592.243
4382	177590	12.593
4382	17640	15.264
4382	5	59.53
4382	5	178.589
4382	5	34.344
4382	118051	103.032
4382	109603	91.584
4382	160524	3.053
4382	149039	0.84
4382	156690	45.792
4382	163624	9.922
4382	149046	3.434
4382	172418	2.595
4382	157061	6.106
4382	163247	22.896
4382	134529	34.344
4382	160591	0.298
4382	248141	34.344
4383	177635	123.638
4383	609460	1447.027
4383	160566	100.742
4383	177590	5.877
4383	17640	30.528
4383	5	71.741
4383	5	284.674
4383	5	72.504
4383	118051	34.344
4383	109603	91.584
4383	163487	2.976
4383	17657	18.317
4383	134529	42.93
4383	248141	26.712
4384	177635	13.738
4384	609460	164.851
4384	160566	201.485
4384	17640	221.328
4384	5	91.584
4384	5	124.402
4384	5	129.744
4384	118051	34.344
4384	109603	91.584
4384	1380298	12.211
4384	163487	5.953
4384	163624	12.402
4384	17657	34.344
4384	163247	34.344
4384	134529	55.523
4387	625374	0.002
4387	609460	78.528
4387	17640	55.624
4387	5	90.307
4387	5	132.843
4387	5	13.088
4387	118051	132.516
4387	109462	196.32
4387	1380298	41.882
4387	160524	10.47
4387	149074	9.162
4387	163487	7.656
4387	172418	1.112
4387	17657	37.301
4387	134529	2.454
4387	160591	0.17
4387	248141	35.992
4388	625374	0.002
4388	609460	95.264
4388	17640	22.9
4388	5	102.592
4388	5	261.06
4388	5	18.32
4388	163247	13.74
4388	134529	89.31
4388	248141	9.16
4389	625374	0.002
4389	609460	284.928
4389	17640	40.704
4389	5	75.302
4389	5	279.84
4389	5	17.808
4389	109603	30.528
4389	1380298	10.176
4389	17657	7.632
4389	163247	38.16
4389	134529	48.082
4389	160591	0.099
4389	248141	7.632
4390	625374	0.002
4390	609460	79.373
4390	17640	106.848
4390	5	53.424
4390	5	112.19
4390	5	15.264
4390	118051	17.172
4390	1380298	61.056
4390	163487	2.976
4390	17657	25.186
4390	163247	22.896
4390	134529	77.846
4390	624695	3.434
4393	625374	0.002
4393	609460	112.704
4393	177590	2.325
4393	17640	49.308
4393	5	56.352
4393	5	151.446
4393	5	14.088
4393	109603	42.264
4393	1380298	53.534
4393	149074	9.862
4393	163487	8.241
4393	163624	4.579
4393	134529	71.849
4393	160591	0.092
4393	248141	14.088
4394	625374	0.002
4394	609460	1379.866
4394	177590	3.358
4394	17640	106.848
4394	5	106.848
4394	5	248.803
4394	5	15.264
4394	5	15.264
4394	118051	171.72
4394	1380298	79.373
4394	109553	19.08
4394	156690	91.584
4394	17657	41.213
4394	134529	54.95
4394	178936	11.448
4395	177635	24.732
4395	625374	0.002
4395	177588	9.16
4395	609460	153.888
4395	177590	2.015
4395	17640	68.7
4395	5	43.968
4395	5	212.512
4395	5	13.74
4395	118051	20.61
4395	149074	6.412
4395	149046	1.374
4395	134529	51.525
4397	162673	128.218
4397	345457	28.62
4397	146590	0.002
4397	609460	262.541
4397	160567	0.002
4397	146552	7.632
4397	17640	91.584
4397	17640	57.24
4397	5	56.477
4397	5	177.826
4397	5	41.976
4397	118051	171.72
4397	1380298	27.475
4397	249721	11.448
4397	160524	15.264
4397	149080	1.908
4397	163487	10.418
4397	163624	7.441
4397	17657	22.896
4397	134529	30.91
4397	616378	0.038
4397	178936	7.632
4398	146619	20.152
4398	162673	96.18
4398	625374	16.488
4398	625374	0.002
4398	609460	47.632
4398	160567	0.002
4398	160566	151.14
4398	17640	59.54
4398	17640	73.28
4398	5	37.556
4398	5	89.768
4398	5	22.9
4398	5	9.16
4398	5	4.58
4398	118051	30.915
4398	1380298	12.824
4398	109553	103.05
4398	249721	6.87
4398	160524	3.664
4398	163487	18.755
4398	163624	2.977
4398	17657	13.74
4398	134529	36.068
4398	160591	0.06
4398	248135	0.435
4399	146619	50.38
4399	162673	89.768
4399	609460	10.992
4399	160567	0.002
4399	5	32.976
4399	5	80.15
4399	5	22.9
4399	118051	10.305
4399	109603	27.48
4399	109603	27.48
4399	160524	1.832
4399	163487	19.648
4399	149014	1.603
4399	17657	1.374
4399	134529	17.175
4399	160591	0.06
4400	162673	221.525
4400	625374	112.428
4400	345457	10.41
4400	160567	0.002
4400	160566	54.965
4400	17640	79.116
4400	17640	124.92
4400	5	38.309
4400	5	224.856
4400	5	16.656
4400	5	16.656
4400	1380298	29.981
4400	163487	154.276
4400	134529	10.618
4404	146590	0.002
4404	609460	934.157
4404	160566	226.67
4404	156692	0.008
4404	17640	85.86
4404	5	87.005
4404	5	243.842
4404	5	74.412
4404	109603	68.688
4404	1380298	45.792
4404	17657	13.738
4404	163247	34.344
4404	134529	97.88
4405	162673	11.659
4405	625374	7.495
4405	609460	393.082
4405	160567	0.002
4405	160566	439.718
4405	156692	0.008
4405	17640	179.052
4405	5	49.968
4405	5	329.789
4405	5	33.312
4405	1380298	46.637
4405	17657	2.498
4405	163247	99.936
4405	134529	99.311
4405	248141	12.492
4405	178936	8.328
4407	609460	262.541
4407	160567	0.002
4407	177590	25.186
4407	5	48.845
4407	5	191.563
4407	5	30.528
4407	118051	34.344
4407	1380298	79.373
4407	1346683	170.957
4407	148985	0.763
4407	160524	3.053
4407	149074	10.685
4407	149014	13.356
4407	418624	2.671
4407	17657	6.869
4407	134529	26.33
4407	160591	0.595
4407	248141	7.632
4407	580116	0.034
4408	146546	0.366
4408	146585	0.001
4408	177635	8.244
4408	609460	740.128
4408	160567	0.002
4408	177590	7.053
4408	17640	80.15
4408	5	104.424
4408	5	153.888
4408	118051	20.61
4408	1380298	32.976
4408	1346683	551.432
4408	160553	0.733
4408	163487	5.359
4408	17657	85.188
4408	134529	39.846
4408	160591	0.536
4409	609460	51.296
4409	160567	0.002
4409	5	168.544
4409	5	28.396
4409	5	201.52
4409	118051	41.22
4409	109637	91.6
4409	109538	45.8
4409	109538	32.976
4409	149074	32.06
4409	134529	7.557
4409	160591	0.06
4410	146645	20.152
4410	146546	0.023
4410	162673	25.648
4410	609460	571.584
4410	160567	0.002
4410	160566	241.824
4410	156692	0.008
4410	177590	2.015
4410	17640	11.45
4410	17640	9.16
4410	5	40.304
4410	5	868.368
4410	5	87.02
4410	118051	20.61
4410	109603	54.96
4410	109538	91.6
4410	1380298	18.32
4410	149287	2.29
4410	17657	21.984
4410	134529	10.992
4410	160591	0.119
4410	248141	36.64
4411	12	10.159
4411	146645	0.816
4411	146585	0.965
4411	609460	52.593
4411	160567	0.002
4411	17640	169.323
4411	17640	12.52
4411	17640	160.087
4411	5	15.598
4411	5	5.747
4411	5	10.262
4411	179320	9.423
4411	118051	5.342
4411	109603	14.246
4411	109538	0.742
4411	388485	0.41
4411	156690	7.123
4411	134529	11.699
4411	134529	12.93
4411	160591	0.003
4411	248141	0.148
4411	248141	1.558
4413	12	11.718
4413	609460	61.206
4413	160567	0.002
4413	5	1.974
4413	5	3.454
4413	179320	75.891
4413	109603	29.616
4413	109538	9.872
4413	110156	155.484
4413	110155	24.68
4413	160553	7.894
4413	388485	18.255
4413	160599	23.436
4413	149297	2.554
4413	160524	42.573
4413	160524	18.502
4413	149074	286.656
4413	148912	0.641
4413	148912	0.74
4413	134529	3.33
4413	134529	7.253
4413	160591	6.706
4414	12	15.459
4414	177484	8.144
4414	146645	5.43
4414	609460	664.386
4414	160567	0.002
4414	160566	260.621
4414	17640	72.363
4414	17640	19.735
4414	17640	35.085
4414	248151	50.435
4414	5	7.017
4414	5	11.403
4414	179320	25.914
4414	118051	16.659
4414	109603	118.464
4414	109475	18.51
4414	109477	3.289
4414	109549	55.53
4414	388485	1.316
4414	160524	1.234
4414	17657	1.974
4414	163247	26.314
4414	134529	5.263
4414	134529	6.293
4414	178611	1.754
4414	248141	17.276
4414	178936	14.191
4414	178936	21.928
4419	12	0.475
4419	177484	8.684
4419	146546	0.158
4419	162673	0.664
4419	249690	1.187
4419	609460	16.706
4419	160567	0.002
4419	177590	0.313
4419	17640	1.224
4419	17640	3.158
4419	115090	3.552
4419	5	7.697
4419	179320	39.868
4419	118051	2.136
4419	109538	9.492
4419	109538	38.444
4419	110156	367.115
4419	110155	33.223
4419	110208	0.949
4419	110223	29.663
4419	388485	5.131
4419	160599	75.981
4419	148985	0.197
4419	149297	1.201
4419	163063	1.661
4419	160524	1.21
4419	149074	10.361
4419	156690	53.157
4419	156690	5.695
4419	163624	4.319
4419	149142	0.987
4419	149046	0.592
4419	17657	15.394
4419	18526	0.789
4419	160591	2.258
4419	178936	7.894
4419	249712	0.158
4419	580116	0.071
4420	177484	54.272
4420	146546	0.333
4420	162673	1.136
4420	162673	6.907
4420	249690	2.962
4420	609460	19.866
4420	160567	0.002
4420	146552	1.298
4420	177590	0.339
4420	17640	0.345
4420	17640	1.974
4420	115090	4.44
4420	5	8.388
4420	179320	42.038
4420	118051	3.652
4420	109538	7.894
4420	109538	1.623
4420	109538	5.032
4420	110156	3.977
4420	110155	6.492
4420	110210	4.707
4420	110223	20.288
4420	388485	13.815
4420	160599	88.809
4420	149297	49.931
4420	149120	17.268
4420	163063	141.848
4420	160524	134.447
4420	149074	76.845
4420	156690	467.446
4420	156690	106.149
4420	156690	70.117
4420	163624	18.041
4420	149014	0.325
4420	149046	0.74
4420	149028	0.357
4420	17657	6.661
4420	134529	1.036
4420	18526	0.987
4420	178583	0.247
4420	839898	0.592
4420	163108	0.74
4420	160591	1.379
4420	248141	2.467
4420	178936	9.868
4420	249712	0.395
4420	580116	0.999
4421	177484	67.538
4421	146546	0.603
4421	162673	2.397
4421	162673	18.42
4421	249690	42.629
4421	625374	5.651
4421	609460	15.297
4421	160567	0.002
4421	146552	1.427
4421	177590	7.095
4421	17640	0.219
4421	17640	1.096
4421	115090	4.057
4421	5	10.745
4421	179320	65.424
4421	118051	1.284
4421	109603	1.712
4421	109538	1.754
4421	109538	1.712
4421	110156	3.995
4421	110155	22.831
4421	110210	24.828
4421	110223	10.702
4421	160553	0.351
4421	388485	29.822
4421	160599	120.604
4421	149297	26.226
4421	149120	17.542
4421	163063	39.471
4421	160524	55.917
4421	149074	180.358
4421	156690	63.926
4421	156690	18.835
4421	156690	20.548
4421	163624	11.779
4421	149014	31.164
4421	17657	3.289
4421	134529	4.605
4421	18526	1.096
4421	839898	4.868
4421	160591	2.338
4421	248141	4.386
4421	178936	21.928
4421	580116	4.539
4422	177484	34.734
4422	146546	0.424
4422	162673	38.681
4422	249690	102.31
4422	625374	1.541
4422	609460	130.82
4422	160567	0.002
4422	146552	3.71
4422	177590	10.673
4422	17640	0.829
4422	17640	2.763
4422	17640	7.894
4422	115090	6.315
4422	5	12.828
4422	179320	246.216
4422	118051	2.568
4422	109603	10.274
4422	109538	1.579
4422	109538	1.998
4422	110156	2.997
4422	110155	15.696
4422	110210	8.276
4422	110223	35.673
4422	160553	0.316
4422	388485	7.105
4422	160599	111.505
4422	149297	1.816
4422	163063	9.868
4422	160524	44.405
4422	341285	78.942
4422	149074	96.013
4422	156690	41.095
4422	163624	4.174
4422	149014	85.045
4422	149142	0.987
4422	149046	0.592
4422	134529	0.829
4422	18526	0.592
4422	178583	0.197
4422	839898	2.96
4422	160591	1.924
4422	248141	21.709
4422	178936	13.815
4422	580116	0.604
4423	177484	32.563
4423	146546	0.099
4423	162673	20.722
4423	249690	880.459
4423	625374	4.442
4423	609460	122.413
4423	160567	0.002
4423	160566	199.908
4423	156692	0.008
4423	177590	8.416
4423	17640	0.691
4423	17640	2.714
4423	17640	9.868
4423	115090	9.991
4423	5	17.268
4423	179320	30.233
4423	109538	1.974
4423	110223	30.85
4423	160553	0.395
4423	388485	32.07
4423	160599	75.241
4423	160524	1.233
4423	341285	7.894
4423	149074	13.815
4423	156690	14.808
4423	149014	13.327
4423	134529	0.345
4423	18526	0.493
4423	178583	0.74
4423	839898	1.332
4423	160591	6.093
4423	248141	24.669
4423	178936	19.735
4423	575737	4.934
4423	580116	0.178
4424	177484	57.89
4424	146546	1.727
4424	162673	211.826
4424	249690	235.077
4424	146585	5.615
4424	609460	104.643
4424	160567	0.002
4424	146552	17.276
4424	177590	122.437
4424	17640	8.749
4424	17640	16.117
4424	17640	131.569
4424	115090	46.378
4424	5	64.798
4424	179320	32.392
4424	118051	2.776
4424	109603	7.404
4424	109538	7.894
4424	109538	2.468
4424	109538	1.234
4424	110155	6.17
4424	110210	8.947
4424	160553	1.053
4424	555951	37.415
4424	388485	53.943
4424	160599	131.569
4424	163063	14.802
4424	160524	6.578
4424	341285	31.577
4424	149287	0.822
4424	149074	61.015
4424	156690	19.744
4424	149014	38.007
4424	17657	10.854
4424	134529	27.399
4424	18526	6.907
4424	178583	2.96
4424	839898	0.987
4424	160591	1.497
4424	248141	39.471
4424	178936	62.495
4424	249712	0.526
4424	575737	9.868
4424	580116	1.007
4425	177484	57.89
4425	146546	0.576
4425	162673	561.801
4425	249690	387.939
4425	146585	6.417
4425	609460	239.89
4425	160567	0.002
4425	146552	2.468
4425	177590	59.454
4425	17640	3.158
4425	17640	13.815
4425	17640	223.668
4425	115090	35.688
4425	5	26.314
4425	179320	19.436
4425	118051	11.106
4425	109603	37.02
4425	109538	26.314
4425	160553	0.526
4425	555951	1.71
4425	388485	11.841
4425	160599	93.743
4425	160524	4.934
4425	341285	10.526
4425	149287	0.164
4425	149074	4.605
4425	149014	9.872
4425	17657	8.881
4425	134529	23.715
4425	18526	3.289
4425	178583	1.316
4425	839898	0.789
4425	160591	2.352
4425	248141	54.272
4425	178936	39.471
4425	249712	0.263
4425	575737	21.38
4425	580116	0.355
4426	12	1.234
4426	177484	28.945
4426	146546	0.543
4426	162673	18.42
4426	249690	36.249
4426	146585	0.001
4426	146585	8.021
4426	609460	1173.781
4426	160567	0.002
4426	160566	288.756
4426	156692	0.008
4426	177590	1.357
4426	17640	25.788
4426	17640	17.433
4426	17640	131.569
4426	115090	67.923
4426	5	41.444
4426	179320	23.754
4426	118051	80.518
4426	109603	133.272
4426	109538	39.471
4426	109538	2.468
4426	388485	53.286
4426	160599	31.248
4426	465524	0.123
4426	341285	10.526
4426	149074	3.454
4426	156690	39.488
4426	17657	139.134
4426	134529	42.365
4426	18526	1.645
4426	178583	0.658
4426	160591	2.395
4426	248141	9.868
4426	178936	23.025
4426	249712	0.263
4426	575737	8.223
4426	580116	0.444
4427	12	2.848
4427	177484	12.405
4427	146546	0.761
4427	162673	23.683
4427	249690	22.129
4427	146585	0.001
4427	146585	20.052
4427	609460	225.537
4427	160567	0.002
4427	160566	200.762
4427	156692	0.008
4427	177590	8.719
4427	17640	12.462
4427	17640	5.357
4427	17640	101.496
4427	115090	39.894
4427	5	19.172
4427	179320	20.764
4427	118051	21.358
4427	109603	108.212
4427	109538	4.511
4427	109538	1.898
4427	109538	0.949
4427	110155	7.119
4427	555951	0.733
4427	388485	38.343
4427	160599	11.277
4427	341285	9.022
4427	149287	0.028
4427	149074	1.974
4427	17657	4.229
4427	134529	12.236
4427	18526	1.128
4427	178583	1.128
4427	160591	1.1
4427	248141	18.326
4427	178936	22.555
4427	580116	0.279
4428	177484	19.297
4428	146546	0.099
4428	249690	0.642
4428	146585	0.001
4428	146585	2.226
4428	625374	7.449
4428	609460	174.655
4428	160567	0.002
4428	160566	133.56
4428	156692	0.008
4428	177590	0.094
4428	17640	14.604
4428	17640	6.798
4428	17640	254.366
4428	115090	21.818
4428	5	17.542
4428	179320	22.474
4428	118051	61.001
4428	109603	73.629
4428	109538	24.559
4428	109538	2.854
4428	109538	0.571
4428	110155	1.427
4428	555951	0.285
4428	388485	19.297
4428	160599	6.578
4428	341285	8.771
4428	156690	9.132
4428	17657	13.157
4428	134529	35.304
4428	18526	1.974
4428	178583	0.219
4428	160591	0.399
4428	248141	40.567
4428	178936	4.386
4428	580116	0.099
4429	177484	60.785
4429	249690	0.041
4429	146585	0.001
4429	625374	6.866
4429	609460	29.865
4429	160567	0.002
4429	160566	64.274
4429	156692	0.008
4429	17640	5.447
4429	17640	14.802
4429	17640	94.73
4429	115090	5.723
4429	5	6.118
4429	179320	61.92
4429	118051	5.113
4429	109603	61.352
4429	639206	1.136
4429	109538	67.89
4429	109538	0.974
4429	109538	0.812
4429	110321	12.985
4429	110155	0.812
4429	110223	4.058
4429	388485	6.71
4429	149120	0.243
4429	163063	1.907
4429	160524	7.718
4429	149271	7.304
4429	134529	5.664
4429	18526	1.461
4429	18526	0.395
4429	248141	25.656
4429	178936	7.894
4429	249712	0.158
4429	580116	0.782
4431	177480	10.262
4431	146546	0.795
4431	162673	14.367
4431	249690	0.511
4431	177588	0.633
4431	609460	83.05
4431	160567	0.002
4431	177572	0.118
4431	17640	2.258
4431	17640	11.288
4431	115090	22.576
4431	5	34.378
4431	179320	31.017
4431	118051	25.637
4431	109603	63.3
4431	109475	8.21
4431	840689	5.992
4431	110156	192.01
4431	110007	2.11
4431	110155	2.11
4431	1380043	394.992
4431	1380043	53.172
4431	110208	43.044
4431	110210	24.476
4431	110223	179.35
4431	160553	6.568
4431	248110	5.131
4431	388485	42.074
4431	149297	16.522
4431	163063	30.786
4431	160524	25.655
4431	160524	1.539
4431	160537	1.055
4431	149043	1.582
4431	149074	1093.673
4431	156690	13.504
4431	156690	37.98
4431	163624	36.687
4431	149014	0.338
4431	149150	3.079
4431	17657	13.854
4431	134529	3.233
4431	178583	10.262
4431	732333	1.539
4431	839898	0.924
4431	160591	9.672
4431	580116	1.524
4432	177138	6.766
4432	177484	1.071
4432	146644	0.122
4432	146546	0.254
4432	162673	15.788
4432	249690	1.518
4432	146585	0.049
4432	177588	0.406
4432	609460	45.966
4432	160567	0.002
4432	177572	0.045
4432	17640	1.635
4432	17640	7.894
4432	17640	2.819
4432	115090	3.947
4432	5	21.708
4432	5	5.075
4432	179320	55.956
4432	118051	46.014
4432	109603	41.875
4432	109475	13.532
4432	109475	2.922
4432	109475	3.246
4432	840689	0.576
4432	109477	0.846
4432	109477	2.467
4432	110155	2.435
4432	1380043	0.243
4432	1380043	0.974
4432	110208	3.571
4432	110210	9.414
4432	110223	28.404
4432	160553	2.706
4432	248172	3.383
4432	388485	45.108
4432	148985	0.282
4432	149297	3.891
4432	163063	4.229
4432	160524	8.458
4432	341285	0.282
4432	149074	15.788
4432	156690	2.597
4432	156690	1.948
4432	149014	1.071
4432	17657	6.766
4432	134529	0.395
4432	178583	0.564
4432	178583	9.867
4432	732333	0.846
4432	160591	2.089
4432	249712	0.451
4432	580116	0.406
4433	177138	75.781
4433	146546	0.355
4433	249690	3.453
4433	625408	4.281
4433	177659	1.998
4433	177588	0.143
4433	609460	131.277
4433	160567	0.002
4433	160566	80.992
4433	156692	0.008
4433	146542	NA
4433	17640	7.42
4433	17640	18.945
4433	115090	33.549
4433	5	100.252
4433	5	27.628
4433	179320	11.487
4433	118051	1.284
4433	109603	6.849
4433	109475	72.623
4433	109475	0.285
4433	109477	7.104
4433	110155	1.427
4433	345524	4.736
4433	248172	12.038
4433	248097	3.947
4433	388485	52.889
4433	149297	1.816
4433	160524	4.736
4433	148899	0.789
4433	149014	1.769
4433	17657	2.368
4433	160594	5.92
4433	134529	17.682
4433	134534	0.474
4433	178583	6.315
4433	178583	3.947
4433	732333	5.131
4433	622807	0.789
4433	160591	1.642
4433	580116	0.107
4434	12	3.806
4434	12	6.484
4434	177138	8.923
4434	146645	2.61
4434	146546	0.07
4434	146585	NA
4434	146585	1.566
4434	609460	97.961
4434	160567	0.002
4434	177576	52.44
4434	17640	12.687
4434	17640	13.251
4434	115090	2.537
4434	5	18.608
4434	5	8.458
4434	179320	32.392
4434	179320	16.018
4434	118051	43.783
4434	109603	17.086
4434	109637	14.238
4434	109477	2.537
4434	109538	3.038
4434	109538	5.695
4434	1346683	56.811
4434	110208	0.949
4434	110210	10.323
4434	160553	0.902
4434	388485	6.203
4434	160599	8.458
4434	160524	5.316
4434	149074	21.709
4434	156690	12.34
4434	17657	1.692
4434	134529	5.921
4434	160591	1.466
4434	163100	0.338
4434	580116	0.228
4435	12	13.034
4435	12	6.916
4435	177138	12.768
4435	177480	63.84
4435	146644	15.96
4435	609460	152
4435	160567	0.002
4435	160566	19.008
4435	156692	0.008
4435	17640	28.728
4435	17640	111.72
4435	17640	106.4
4435	17640	5.32
4435	106285	47.88
4435	620842	6.65
4435	115090	9.044
4435	5	26.6
4435	179320	6.44
4435	118075	0.004
4435	118075	0.266
4435	118051	220.5
4435	109603	26.88
4435	109637	28.8
4435	110152	37.24
4435	388485	29.792
4435	162770	16
4435	341285	0.319
4435	149271	7.2
4435	134529	42.081
4435	178583	0.532
4435	601289	2.394
4435	163108	1.064
4435	178611	1.064
4435	575737	0.24
4436	12	4.31
4436	12	200.109
4436	12	15.701
4436	146715	36.943
4436	177138	16.419
4436	177108	153.93
4436	146644	354.039
4436	146546	0.154
4436	146585	0.001
4436	146585	62.699
4436	625374	NA
4436	609460	92.008
4436	160567	0.002
4436	160566	347.701
4436	156692	0.008
4436	146549	228.721
4436	146552	2.226
4436	17640	11.904
4436	17640	28.734
4436	115090	33.865
4436	115090	115.961
4436	115090	95.437
4436	5	74.913
4436	5	80.044
4436	179320	10.388
4436	179320	5.008
4436	109475	3.079
4436	109477	3.079
4436	109538	3.71
4436	1346683	201.135
4436	248172	2.052
4436	388485	47.718
4436	160599	92.358
4436	148985	1.026
4436	160524	1.781
4436	341285	0.616
4436	341285	8.21
4436	149287	0.821
4436	149150	3.079
4436	134529	63.932
4436	178583	1.026
4436	160590	1.231
4436	160591	6.537
4436	178611	51.31
4436	580116	0.369
4437	12	24.836
4437	12	12.667
