sampleID	valid_AphiaID	ww
2503	160524	13.739
2503	149074	3.206
2503	156690	7.68
2503	134529	20.608
2503	134529	5.45
2503	160591	0.417
2503	248141	4.96
2504	12	19.08
2504	177484	771.584
2504	609460	69.12
2504	160567	0.002
2504	160566	11.52
2504	17640	305.28
2504	17640	160.272
2504	115090	9.667
2504	118051	17.28
2504	109603	76.8
2504	109473	203.52
2504	388485	2.035
2504	160599	7.632
2504	149120	17.92
2504	160524	12.72
2504	149074	1.781
2504	156690	11.52
2504	134529	19.08
2504	134529	6.055
2504	178583	1.018
2504	160591	0.132
2504	248141	3.84
2505	12	8.28
2505	177484	777.216
2505	146645	16.192
2505	609460	47.104
2505	17640	1.84
2505	17640	66.24
2505	248151	110.4
2505	601744	5.888
2505	115090	1.104
2505	5	5.888
2505	179320	29.44
2505	19542	5.6
2505	118051	30.6
2505	109603	13.44
2505	109637	1.6
2505	156505	0.8
2505	109475	2.4
2505	109477	1.104
2505	109538	2.944
2505	162770	14.4
2505	162770	1.6
2505	149120	1.6
2505	149271	60
2505	149271	64.8
2505	17657	3.312
2505	134529	3.312
2505	134529	24.987
2505	160591	0.144
2505	178611	2.208
2505	178936	1.84
2506	12	4
2506	177484	519.2
2506	146645	57.2
2506	609460	12.8
2506	17640	7.8
2506	248151	37.2
2506	601744	2
2506	115090	3.4
2506	5	2
2506	179320	14
2506	19542	1.2
2506	118051	54
2506	109603	5.76
2506	109637	3.2
2506	156505	0.8
2506	109475	6.4
2506	109475	4.8
2506	109477	1.8
2506	109538	1.6
2506	110155	20
2506	249725	0.2
2506	388485	0.4
2506	162770	9.6
2506	162770	4.8
2506	162770	1.6
2506	149120	0.8
2506	341285	0.06
2506	149271	150
2506	149271	374.4
2506	149271	19.6
2506	17657	11.4
2506	134529	0.3
2506	134529	5.04
2506	178611	3.2
2508	12	5.131
2508	177484	10.212
2508	146645	0.279
2508	609460	0.675
2508	160567	NA
2508	17640	16.762
2508	17640	10.331
2508	5	5.473
2508	5	4.515
2508	5	0.684
2508	179320	20.045
2508	118051	3.608
2508	109603	17.218
2508	388485	2.737
2508	160599	0.342
2508	160524	0.063
2508	156690	62.118
2508	156690	3.038
2508	149028	0.279
2508	17657	0.41
2508	17657	0.41
2508	134529	4.515
2508	134529	1.82
2508	163101	0.041
2508	248141	0.042
2509	12	6.473
2509	177484	20.632
2509	146645	3.801
2509	146585	1.481
2509	160566	17.77
2509	156692	NA
2509	17640	5.131
2509	17640	15.236
2509	5	3.473
2509	5	2.052
2509	5	0.789
2509	179320	68.24
2509	118051	3.332
2509	109603	31.097
2509	109538	0.099
2509	388485	0.947
2509	156690	27.642
2509	156690	1.481
2509	17657	0.237
2509	134529	8.881
2509	134529	2.597
2509	248141	0.247
2510	12	8.851
2510	177484	74.086
2510	146645	10.359
2510	627627	0.308
2510	609460	71.232
2510	160567	NA
2510	17640	2.138
2510	17640	19.156
2510	5	4.105
2510	5	2.908
2510	5	1.71
2510	179320	21.118
2510	118051	14.769
2510	109603	30.822
2510	388485	0.171
2510	160599	0.855
2510	160524	0.571
2510	156690	82.191
2510	156690	6.849
2510	156690	30.822
2510	149028	0.157
2510	149028	0.029
2510	134529	2.566
2510	134529	0.479
2510	160591	0.006
2510	248141	0.428
2510	162726	0.939
2511	12	8.117
2511	177484	150.358
2511	146645	22.449
2511	146585	4.272
2511	609460	9.113
2511	160567	NA
2511	17640	21.924
2511	17640	14.554
2511	17640	1.866
2511	5	4.851
2511	5	3.359
2511	5	13.994
2511	179320	21.358
2511	118051	24.561
2511	109603	17.086
2511	109538	1.709
2511	109538	5.695
2511	388485	1.12
2511	465524	0.187
2511	160524	1.139
2511	160524	4.153
2511	149074	16.653
2511	156690	250.597
2511	156690	31.325
2511	156690	85.431
2511	149045	0.933
2511	134529	3.918
2511	160591	0.049
2511	248141	0.593
2515	12	18.179
2515	162673	31.097
2515	162673	6.219
2515	609460	29.616
2515	160567	0.002
2515	17640	22.724
2515	17640	7.33
2515	17640	13.195
2515	5	10.556
2515	5	9.383
2515	5	5.864
2515	179320	12.587
2515	118051	1.111
2515	109603	5.923
2515	109473	4.936
2515	109538	17.276
2515	109538	0.197
2515	109538	34.552
2515	110156	198.674
2515	109549	3.702
2515	110208	6.91
2515	388485	4.105
2515	160599	20.525
2515	160524	4.566
2515	149074	8.21
2515	156690	47.386
2515	156690	8.885
2515	156690	35.539
2515	163624	8.577
2515	149014	13.195
2515	17657	0.44
2515	134529	0.44
2515	134529	3.695
2515	577877	7.184
2515	160591	0.655
2515	163101	0.044
2515	162726	0.464
2516	12	4.627
2516	177484	9.856
2516	146546	0.035
2516	162673	41.216
2516	162673	48.832
2516	162673	36.32
2516	609460	2.048
2516	160567	NA
2516	17640	1.73
2516	17640	3.459
2516	5	3.286
2516	5	7.783
2516	179320	41.28
2516	109603	19.2
2516	109473	3.027
2516	109538	3.2
2516	109538	9.984
2516	110156	20.16
2516	109549	9.6
2516	110208	1.28
2516	160599	0.865
2516	465524	0.346
2516	160524	1.73
2516	149074	0.303
2516	17657	0.259
2516	134529	1.686
2516	134529	0.272
2516	164095	1.152
2516	160591	0.219
2516	248141	0.32
2516	248141	0.16
2517	12	14.496
2517	146645	1.086
2517	162673	82.925
2517	162673	39.044
2517	609460	7.898
2517	160567	NA
2517	17640	27.58
2517	17640	10.262
2517	5	49.773
2517	5	79.534
2517	179320	50.841
2517	109603	91.81
2517	109637	4.936
2517	109538	0.592
2517	109538	5.923
2517	109549	11.106
2517	160599	2.566
2517	134529	4.233
2517	134529	1.347
2517	160591	0.884
2517	248141	0.247
2518	12	5.542
2518	146645	1.632
2518	162673	12.881
2518	162673	2.909
2518	609460	27.306
2518	160567	0.002
2518	17640	26.682
2518	17640	5.336
2518	17640	41.05
2518	5	36.945
2518	5	61.164
2518	5	26.682
2518	179320	4.749
2518	118051	20.034
2518	109603	37.397
2518	109473	0.297
2518	109538	1.484
2518	109538	6.886
2518	388485	0.41
2518	160599	1.026
2518	160524	6.455
2518	156690	9.498
2518	149028	0.059
2518	134529	0.924
2518	134529	25.143
2518	160591	0.183
2518	248141	0.223
2519	12	22.235
2519	177484	1.857
2519	146645	2.785
2519	627627	0.015
2519	162673	7.09
2519	162673	3.427
2519	609460	0.54
2519	160567	NA
2519	17640	10.262
2519	17640	7.697
2519	17640	5.131
2519	5	23.946
2519	5	32.84
2519	179320	5.992
2519	118051	3.798
2519	109603	1.013
2519	109637	1.688
2519	109473	0.169
2519	388485	2.052
2519	160599	2.566
2519	156690	4.051
2519	149142	0.042
2519	149028	3.528
2519	134529	0.257
2519	134529	5.029
2519	160591	0.398
2519	248141	0.169
2519	248141	1.941
2519	162726	0.159
2520	12	126.505
2520	146543	0.264
2520	146619	3.52
2520	177484	9.856
2520	146645	1.76
2520	162673	9.856
2520	162673	0.8
2520	249690	5.087
2520	609460	29.952
2520	160567	0.002
2520	17640	26.424
2520	248151	79.272
2520	5	46.242
2520	179320	15.84
2520	118051	33.84
2520	109603	11.52
2520	109473	13.212
2520	109475	19.2
2520	109538	2.944
2520	109538	5.76
2520	110155	1.6
2520	162770	76.8
2520	160524	2.176
2520	148912	4.624
2520	156690	11.52
2520	149028	0.176
2520	17657	2.976
2520	17657	2.112
2520	134529	24.773
2520	134529	23.583
2520	160591	0.202
2520	178611	0.192
2520	248141	1.6
2520	248141	0.64
2520	178936	0.64
2520	178936	0.8
2521	12	58.265
2521	146645	1.056
2521	162673	0.672
2521	609460	52.096
2521	160567	0.002
2521	17640	59.454
2521	17640	39.636
2521	248151	57.076
2521	115090	3.567
2521	5	12.684
2521	5	36.465
2521	179320	15.04
2521	118051	19.08
2521	109603	13.44
2521	109538	10.4
2521	109538	2.88
2521	162770	3.2
2521	160524	1.088
2521	163624	0.52
2521	134529	19.025
2521	134529	9.156
2521	178583	2.775
2521	160591	0.002
2521	248141	1.84
2521	248141	3.08
2522	12	3.284
2522	177484	0.653
2522	146645	0.816
2522	609460	33.598
2522	160567	0.002
2522	17640	96.98
2522	17640	15.599
2522	17640	30.787
2522	5	2.052
2522	5	0.821
2522	5	1.026
2522	179320	6.307
2522	118051	5.008
2522	109603	1.781
2522	109637	4.452
2522	109538	0.742
2522	109538	0.119
2522	388485	0.41
2522	160599	1.026
2522	160524	19.826
2522	160524	3.71
2522	156636	1.024
2522	149074	0.718
2522	156690	35.616
2522	156690	2.671
2522	156690	16.027
2522	149343	3.398
2522	149028	0.082
2522	149028	0.015
2522	134529	6.004
2522	134529	0.79
2522	160591	0.003
2522	248141	0.148
2522	248141	0.705
2523	12	13.569
2523	177484	1.629
2523	146645	5.43
2523	609460	56.665
2523	160567	0.002
2523	17640	62.144
2523	17640	17.56
2523	17640	1.14
2523	5	2.737
2523	5	1.596
2523	5	4.561
2523	179320	9.378
2523	118051	3.332
2523	109603	11.846
2523	109637	2.468
2523	109538	8.885
2523	388485	0.456
2523	160599	1.14
2523	465524	0.684
2523	160524	4.048
2523	160524	1.913
2523	149074	1.197
2523	156690	213.235
2523	156690	65.155
2523	156690	222.12
2523	149142	0.062
2523	149028	0.074
2523	17657	2.052
2523	134529	3.934
2523	134529	0.798
2523	160591	0.01
2523	248141	0.987
2529	12	12.088
2529	609460	5.923
2529	160567	0.002
2529	5	1.974
2529	5	5.921
2529	179320	54.913
2529	109603	29.616
2529	109475	18.51
2529	110156	60.466
2529	110223	30.85
2529	160553	1.974
2529	388485	8.881
2529	160599	14.802
2529	160524	24.063
2529	160524	16.282
2529	149074	391.994
2529	148912	1.529
2529	148912	0.74
2529	134529	2.22
2529	134529	6.907
2529	160591	5.623
2537	177484	84.665
2537	146546	0.866
2537	162673	1.136
2537	162673	17.959
2537	249690	4.382
2537	609460	16.361
2537	160567	0.002
2537	177590	0.518
2537	17640	4.875
2537	17640	12.828
2537	115090	5.773
2537	5	23.09
2537	179320	60.5
2537	118051	0.73
2537	109603	1.948
2537	109475	2.435
2537	840689	0.576
2537	109477	1.924
2537	109538	5.194
2537	109538	19.477
2537	110156	3.977
2537	110155	5.681
2537	110208	9.738
2537	110210	10.591
2537	110223	12.173
2537	571996	9.621
2537	163474	0.641
2537	388485	76.968
2537	160599	272.595
2537	149297	177.026
2537	465524	1.283
2537	163063	76.968
2537	163098	12.828
2537	160524	404.082
2537	341285	0.128
2537	149074	260.408
2537	156690	57.132
2537	156690	10.712
2537	163624	1.688
2537	149142	3.207
2537	149142	0.081
2537	163247	4.139
2537	134566	0.064
2537	134529	12.571
2537	18526	0.641
2537	178583	1.283
2537	625389	0.064
2537	178623	14.432
2537	160591	2.168
2537	248141	51.312
2537	249712	1.026
2537	580116	3.752
2538	177484	75.981
2538	146546	1.024
2538	162673	1.039
2538	162673	27.63
2538	249690	142.557
2538	609460	18.995
2538	160567	0.002
2538	146552	6.678
2538	177590	11.59
2538	17640	0.395
2538	17640	6.167
2538	115090	1.233
2538	5	9.868
2538	179320	260.998
2538	109538	5.936
2538	110007	3.71
2538	110155	11.13
2538	110208	2.968
2538	110223	74.2
2538	388485	40.951
2538	160599	251.626
2538	149297	2.27
2538	163063	7.401
2538	163098	0.987
2538	160524	70.307
2538	341285	0.197
2538	149074	144.192
2538	156690	83.104
2538	163624	0.723
2538	149014	73.161
2538	149142	3.7
2538	17657	1.48
2538	163247	1.113
2538	134566	0.197
2538	134529	2.59
2538	18526	0.987
2538	178583	1.974
2538	248170	0.371
2538	178623	45.638
2538	163108	0.123
2538	160591	5.452
2538	248141	23.436
2538	178936	7.401
2538	249712	0.197
2538	580116	0.755
2539	177484	173.672
2539	146546	0.93
2539	162673	3.116
2539	162673	197.354
2539	249690	214.531
2539	146585	0.482
2539	609460	52.237
2539	160567	0.002
2539	146552	12.614
2539	177590	17.385
2539	17640	3.834
2539	17640	14.943
2539	115090	9.868
2539	5	36.088
2539	179320	250.61
2539	118051	1.67
2539	109603	8.904
2539	109475	3.71
2539	109477	5.921
2539	109538	2.968
2539	109538	4.452
2539	110007	7.42
2539	110208	1.484
2539	110210	5.38
2539	110223	18.55
2539	160553	0.451
2539	555951	14.477
2539	388485	23.683
2539	160599	85.99
2539	149297	6.484
2539	465524	0.141
2539	160524	2.819
2539	341285	0.31
2539	149287	0.536
2539	149074	56.246
2539	156690	35.616
2539	149014	14.395
2539	149142	1.41
2539	149142	0.371
2539	149150	0.423
2539	149028	0.408
2539	17657	5.075
2539	163247	2.226
2539	163247	8.458
2539	134566	0.113
2539	134529	7.105
2539	178583	1.41
2539	178623	2.819
